pair_key,dataset,visibility,clip_id,physical_case_id,frame_index,frame_member,gt_member,frame_size,gt_size,external_case_id,cluster_id,sampling_rank_within_case,sampling_hash,source_split_label,precontamination_status
testeasydataset/unseen/case32_2/case_m_20181019101517_0u62367101935917_1_003_001-1_a13_ayy_image0083,TestEasyDataset,Unseen,case32_2,case32,83,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_2/case_M_20181019101517_0U62367101935917_1_003_001-1_a13_ayy_image0083.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_2/case_M_20181019101517_0U62367101935917_1_003_001-1_a13_ayy_image0083.png,487061,5741,SUNSEG_case32,case32,7,0098aaf69e2c4aa744c529cd43af0488903f6aab51f7a0f7276e3cd0bd2d7065,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_5/case_m_20181019101517_0u62367101935917_1_003_001-1_a18_ayy_image0068,TestEasyDataset,Unseen,case32_5,case32,68,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_5/case_M_20181019101517_0U62367101935917_1_003_001-1_a18_ayy_image0068.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_5/case_M_20181019101517_0U62367101935917_1_003_001-1_a18_ayy_image0068.png,545303,6188,SUNSEG_case32,case32,8,00ef049f56ad02a0b59161f23c051c8d46b80f27e671717d79e113de4db6cd74,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_2/case_m_20181019101517_0u62367101935917_1_003_001-1_a13_ayy_image0086,TestEasyDataset,Unseen,case32_2,case32,86,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_2/case_M_20181019101517_0U62367101935917_1_003_001-1_a13_ayy_image0086.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_2/case_M_20181019101517_0U62367101935917_1_003_001-1_a13_ayy_image0086.png,415587,5721,SUNSEG_case32,case32,9,012ff30213c3c60b4297a749b0faf8b5c2b2703fdee47655fa6b523ccedc0c50,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case32_1/case_m_20181019101517_0u62367101935917_1_003_001-1_a11_ayy_image0042,TestHardDataset,Unseen,case32_1,case32,42,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case32_1/case_M_20181019101517_0U62367101935917_1_003_001-1_a11_ayy_image0042.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case32_1/case_M_20181019101517_0U62367101935917_1_003_001-1_a11_ayy_image0042.png,498187,6620,SUNSEG_case32,case32,10,01661754fc8ca7ee28a9355b97602761e17cb2a5f1113958b5e7d7a83400a874,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_3/case_m_20181019101517_0u62367101935917_1_003_001-1_a14_ayy_image0056,TestEasyDataset,Unseen,case32_3,case32,56,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_3/case_M_20181019101517_0U62367101935917_1_003_001-1_a14_ayy_image0056.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_3/case_M_20181019101517_0U62367101935917_1_003_001-1_a14_ayy_image0056.png,555431,6247,SUNSEG_case32,case32,11,018a65ae6488c1e800bd39ac73941b786e9f3df2ccfadf574d6ff1bb6eae67fc,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_3/case_m_20181019101517_0u62367101935917_1_003_001-1_a14_ayy_image0103,TestEasyDataset,Unseen,case32_3,case32,103,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_3/case_M_20181019101517_0U62367101935917_1_003_001-1_a14_ayy_image0103.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_3/case_M_20181019101517_0U62367101935917_1_003_001-1_a14_ayy_image0103.png,397368,6105,SUNSEG_case32,case32,12,01aae3ac8fdd53b25e7c8bf826e1515824d2dbd431863b0a8370abc89e68d1ad,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_6/case_m_20181019101517_0u62367101935917_1_003_001-1_a18_ayy_image0270,TestEasyDataset,Unseen,case32_6,case32,270,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_6/case_M_20181019101517_0U62367101935917_1_003_001-1_a18_ayy_image0270.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_6/case_M_20181019101517_0U62367101935917_1_003_001-1_a18_ayy_image0270.png,486553,6893,SUNSEG_case32,case32,13,01cd756715ecd28f76bc8bfeb8de9f7b652277e90ab3fc075557cdfa5041abac,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_2/case_m_20181019101517_0u62367101935917_1_003_001-1_a13_ayy_image0047,TestEasyDataset,Unseen,case32_2,case32,47,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_2/case_M_20181019101517_0U62367101935917_1_003_001-1_a13_ayy_image0047.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_2/case_M_20181019101517_0U62367101935917_1_003_001-1_a13_ayy_image0047.png,432114,6647,SUNSEG_case32,case32,14,0216596df4bbb9bb0cd51d8759c7efd0a5c5ed01ef0c0a15fb0fcbcf5dcfe23b,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_2/case_m_20181019101517_0u62367101935917_1_003_001-1_a13_ayy_image0035,TestEasyDataset,Unseen,case32_2,case32,35,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_2/case_M_20181019101517_0U62367101935917_1_003_001-1_a13_ayy_image0035.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_2/case_M_20181019101517_0U62367101935917_1_003_001-1_a13_ayy_image0035.png,449602,6677,SUNSEG_case32,case32,15,0235bcfc10405468511df9c71a313462919189c4a7fe3dd8e1e9cc9bd83540a6,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case32_1/case_m_20181019101517_0u62367101935917_1_003_001-1_a12_ayy_image0002,TestHardDataset,Unseen,case32_1,case32,2,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case32_1/case_M_20181019101517_0U62367101935917_1_003_001-1_a12_ayy_image0002.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case32_1/case_M_20181019101517_0U62367101935917_1_003_001-1_a12_ayy_image0002.png,432246,5972,SUNSEG_case32,case32,16,025aee4319f560f4a799d393999b436ca457aa0efe8cc69d1b4c3819601d528c,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case32_1/case_m_20181019101517_0u62367101935917_1_003_001-1_a12_ayy_image0046,TestHardDataset,Unseen,case32_1,case32,46,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case32_1/case_M_20181019101517_0U62367101935917_1_003_001-1_a12_ayy_image0046.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case32_1/case_M_20181019101517_0U62367101935917_1_003_001-1_a12_ayy_image0046.png,549503,6898,SUNSEG_case32,case32,17,028f2c86a86df937470eeb6432f69a365fd9ce01913b85c7e286f896cbd62b29,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_6/case_m_20181019101517_0u62367101935917_1_003_001-1_a18_ayy_image0257,TestEasyDataset,Unseen,case32_6,case32,257,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_6/case_M_20181019101517_0U62367101935917_1_003_001-1_a18_ayy_image0257.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_6/case_M_20181019101517_0U62367101935917_1_003_001-1_a18_ayy_image0257.png,681969,6853,SUNSEG_case32,case32,18,02ac9b41dd469102e01467ee4b0772030077d338d7c989215999330136b951f2,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case32_1/case_m_20181019101517_0u62367101935917_1_003_001-1_a11_ayy_image0001,TestHardDataset,Unseen,case32_1,case32,1,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case32_1/case_M_20181019101517_0U62367101935917_1_003_001-1_a11_ayy_image0001.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case32_1/case_M_20181019101517_0U62367101935917_1_003_001-1_a11_ayy_image0001.png,429720,6734,SUNSEG_case32,case32,19,02b1ddb226ac19be25f6e7b979025d9edcc3a643b18079ff203394b20511d892,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case32_3/case_m_20181019101517_0u62367101935917_1_003_001-1_a14_ayy_image0134,TestEasyDataset,Unseen,case32_3,case32,134,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case32_3/case_M_20181019101517_0U62367101935917_1_003_001-1_a14_ayy_image0134.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case32_3/case_M_20181019101517_0U62367101935917_1_003_001-1_a14_ayy_image0134.png,517727,6835,SUNSEG_case32,case32,20,02c1634aa308b34df16bf3355880d1c7f507f653e99e5b3bbb26bc5c4e00b563,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_1/case_m_20181022094701_0u62368102271800_1_001_001-1_a10_ayy_image0085,TestEasyDataset,Unseen,case34_1,case34,85,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0085.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0085.png,609078,4198,SUNSEG_case34,case34,1,004284259060d856319ea44b35e437e8664c9e186dd13a226202956d226ddc81,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0087,TestEasyDataset,Unseen,case34_2,case34,87,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0087.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0087.png,578485,4690,SUNSEG_case34,case34,2,0209801925a33da17fdc64f68c8386896f1479f6f5504aa3cbb97b888727ef44,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_1/case_m_20181022094701_0u62368102271800_1_001_001-1_a10_ayy_image0050,TestEasyDataset,Unseen,case34_1,case34,50,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0050.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0050.png,572456,4245,SUNSEG_case34,case34,3,021505c93bc1107e4caca0fa013eb613f79c081918b895cdca929c7c174d4dac,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0063,TestEasyDataset,Unseen,case34_2,case34,63,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0063.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0063.png,556844,4690,SUNSEG_case34,case34,4,02533f810b64def66300b4dba3f65bd89c3b5ab197e42e93b84a6777b6a4402c,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0117,TestEasyDataset,Unseen,case34_2,case34,117,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0117.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0117.png,516402,4636,SUNSEG_case34,case34,5,028c0e9998fcafb41fc4951978e102e4de86256c5e94a3dc681a732f8b31100e,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_1/case_m_20181022094701_0u62368102271800_1_001_001-1_a10_ayy_image0063,TestEasyDataset,Unseen,case34_1,case34,63,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0063.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0063.png,495255,4165,SUNSEG_case34,case34,6,032203409beaaebb9a2030750aeb828dc400694d6afd952ac32bbe4ada1979cc,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_1/case_m_20181022094701_0u62368102271800_1_001_001-1_a9_ayy_image0020,TestEasyDataset,Unseen,case34_1,case34,20,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a9_ayy_image0020.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a9_ayy_image0020.png,523532,3972,SUNSEG_case34,case34,7,05b034989aef817f19f63fa07443f826ae95a05c257222bd3b347149471be2ac,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0112,TestEasyDataset,Unseen,case34_2,case34,112,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0112.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0112.png,399976,4633,SUNSEG_case34,case34,8,06b44224a35e2d75b6ebd8a4c9e9f64450cc67955b1cfc3239d769bf7ae4c6c3,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0045,TestEasyDataset,Unseen,case34_2,case34,45,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0045.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0045.png,482834,4529,SUNSEG_case34,case34,9,076b19c409bda17a31a053e1d3ae1555dd7bd80a6d2be9b504d9b927e6a532fe,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0037,TestEasyDataset,Unseen,case34_2,case34,37,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0037.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0037.png,407713,4615,SUNSEG_case34,case34,10,08643bc3b2595fe95566d223848155aab55547f69db4cb1b80d89582b0524587,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_1/case_m_20181022094701_0u62368102271800_1_001_001-1_a10_ayy_image0006,TestEasyDataset,Unseen,case34_1,case34,6,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0006.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0006.png,421089,4172,SUNSEG_case34,case34,11,0a538bf8abb771d1b9fb7d95c93ff154d2c6753237cb8f39212ef2d54553061e,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0038,TestEasyDataset,Unseen,case34_2,case34,38,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0038.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0038.png,507547,4615,SUNSEG_case34,case34,12,0a9105fd1f0af806f53740aa317dbbcc4f47e266e9f835cee63771948e4e5801,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0082,TestEasyDataset,Unseen,case34_2,case34,82,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0082.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0082.png,600421,4690,SUNSEG_case34,case34,13,0d4a471498ed52d9907f2e7ffaefb17ce3d9beb1e0698d1138edef442e78ccda,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_1/case_m_20181022094701_0u62368102271800_1_001_001-1_a10_ayy_image0062,TestEasyDataset,Unseen,case34_1,case34,62,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0062.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0062.png,485983,4170,SUNSEG_case34,case34,14,0d4e8f3af7ed992724d1933a2a5d8b44d9589f335b4fb0bd1db01c08396fabde,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0118,TestEasyDataset,Unseen,case34_2,case34,118,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0118.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0118.png,395955,4636,SUNSEG_case34,case34,15,0de5ac54a731f9f07cc209f3bc8bff26d798fed49ee39f179d3c5f0811ee8a33,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0084,TestEasyDataset,Unseen,case34_2,case34,84,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0084.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0084.png,604966,4690,SUNSEG_case34,case34,16,11afa6289e6ab0d5a8bdfdb9fb99af5bb6fe3dcf871837c3a51cdbad10ce757b,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0007,TestEasyDataset,Unseen,case34_2,case34,7,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0007.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0007.png,419953,4643,SUNSEG_case34,case34,17,12fd120aa49c63a48c2d6dd5e546ab92f9ecacd262310cfb98681fa3d0b26990,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0089,TestEasyDataset,Unseen,case34_2,case34,89,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0089.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0089.png,613459,4575,SUNSEG_case34,case34,18,1301c7b5bc31607da01dec5977e0c35d50e4f72987702a760e0399451c82246a,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_2/case_m_20181022094701_0u62368102271800_1_001_001-1_a11_ayy_image0094,TestEasyDataset,Unseen,case34_2,case34,94,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0094.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_2/case_M_20181022094701_0U62368102271800_1_001_001-1_a11_ayy_image0094.png,416024,4612,SUNSEG_case34,case34,19,13ebe8a404cb161788287d631c582ae796c9b3b99c0487cb3785bcf9b9523100,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case34_1/case_m_20181022094701_0u62368102271800_1_001_001-1_a10_ayy_image0053,TestEasyDataset,Unseen,case34_1,case34,53,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0053.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case34_1/case_M_20181022094701_0U62368102271800_1_001_001-1_a10_ayy_image0053.png,506174,4215,SUNSEG_case34,case34,20,15e07f020f50a3bb6732bad3381bfcc7b1e3fdea9667b063ef7972c1f8b0dd2e,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case36_3/case_m_20181025095048_0u62372102595347_1_004_001-1_a8_ayy_image0303,TestHardDataset,Unseen,case36_3,case36,303,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case36_3/case_M_20181025095048_0U62372102595347_1_004_001-1_a8_ayy_image0303.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case36_3/case_M_20181025095048_0U62372102595347_1_004_001-1_a8_ayy_image0303.png,459841,7089,SUNSEG_case36,case36,1,0019e7670b3cbfcd8981ad2fc4ad19660c5dec0e2cc98a8db81393f584a73ed6,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case36_1/case_m_20181025095048_0u62372102595347_1_004_001-1_a2_ayy_image0031,TestHardDataset,Unseen,case36_1,case36,31,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case36_1/case_M_20181025095048_0U62372102595347_1_004_001-1_a2_ayy_image0031.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case36_1/case_M_20181025095048_0U62372102595347_1_004_001-1_a2_ayy_image0031.png,489745,4270,SUNSEG_case36,case36,2,0089f3b12abf56258a980c38c74f60e571a29a770a2790578823aa71fc3f0bfd,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case36_4/case_m_20181025095048_0u62372102595347_1_004_001-1_a11_ayy_image0002,TestEasyDataset,Unseen,case36_4,case36,2,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case36_4/case_M_20181025095048_0U62372102595347_1_004_001-1_a11_ayy_image0002.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case36_4/case_M_20181025095048_0U62372102595347_1_004_001-1_a11_ayy_image0002.png,564398,4397,SUNSEG_case36,case36,3,00bd9e59d234c3b8782f05ca7497fb052fa60a7e5d2695e30b59a2c5e7fb6541,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case36_4/case_m_20181025095048_0u62372102595347_1_004_001-1_a11_ayy_image0055,TestEasyDataset,Unseen,case36_4,case36,55,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case36_4/case_M_20181025095048_0U62372102595347_1_004_001-1_a11_ayy_image0055.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case36_4/case_M_20181025095048_0U62372102595347_1_004_001-1_a11_ayy_image0055.png,413597,4516,SUNSEG_case36,case36,4,00db506d93ade68236dbef21617d6eab9096b5639c4257a1b4decd4209090a30,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case36_4/case_m_20181025095048_0u62372102595347_1_004_001-1_a11_ayy_image0065,TestEasyDataset,Unseen,case36_4,case36,65,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case36_4/case_M_20181025095048_0U62372102595347_1_004_001-1_a11_ayy_image0065.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case36_4/case_M_20181025095048_0U62372102595347_1_004_001-1_a11_ayy_image0065.png,515414,4592,SUNSEG_case36,case36,5,012babb9f24ed04ee45a860ff9ab57f37abe36b43d23fa30454548543b890490,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case36_3/case_m_20181025095048_0u62372102595347_1_004_001-1_a8_ayy_image0168,TestHardDataset,Unseen,case36_3,case36,168,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case36_3/case_M_20181025095048_0U62372102595347_1_004_001-1_a8_ayy_image0168.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case36_3/case_M_20181025095048_0U62372102595347_1_004_001-1_a8_ayy_image0168.png,406471,5506,SUNSEG_case36,case36,6,015530efe2e205c4143adaac3c5d5a1258ccdeadeac99d87341c4a9d7e2d775b,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case36_3/case_m_20181025095048_0u62372102595347_1_004_001-1_a8_ayy_image0272,TestHardDataset,Unseen,case36_3,case36,272,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case36_3/case_M_20181025095048_0U62372102595347_1_004_001-1_a8_ayy_image0272.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case36_3/case_M_20181025095048_0U62372102595347_1_004_001-1_a8_ayy_image0272.png,534439,7046,SUNSEG_case36,case36,7,01a7683f5b5f82ac19d93260592024dc5177daaa580b695574497af26e806cb8,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case36_3/case_m_20181025095048_0u62372102595347_1_004_001-1_a8_ayy_image0219,TestHardDataset,Unseen,case36_3,case36,219,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case36_3/case_M_20181025095048_0U62372102595347_1_004_001-1_a8_ayy_image0219.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case36_3/case_M_20181025095048_0U62372102595347_1_004_001-1_a8_ayy_image0219.png,428156,6980,SUNSEG_case36,case36,8,0217f1fe64307ea28bdfd9c855ef06a777bb6f6f04a3e7ac48a6513a1b166871,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
