external_case_id,center,sample_id,image_path,gt_path,image_sha256,gt_sha256,pair_key,readable,image_width,image_height,image_mode,gt_width,gt_height,gt_mode,same_size,error,exact_duplicate_of_neopolyp,duplicate_within_polypgen_static
polypgen_static_0468,C2,polypgen_c2_endocv2021_001325,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001325.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001325_mask.jpg,0e23623c13c001839ec02230e7c7fdaf721adbd252f57cedf8dc0fe95fe198c9,c89c5b13d1f61aae0d2df0ef07413a5c23e4baf42c4fb7dff622b2d7d1fd6fec,endocv2021_001325,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0469,C2,polypgen_c2_endocv2021_001326,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001326.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001326_mask.jpg,c83faf1b62badf6aa2fc1f4530f0596c0f0f5d81909a3bf5e2410620b236c1a6,6365d024e54348f68286c35a1c1955c0794db9e9276751c05f63f9f294e6371f,endocv2021_001326,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0470,C2,polypgen_c2_endocv2021_001327,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001327.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001327_mask.jpg,5eba22af7c0dea087cd6c3585676d03fa668898e3ba41c72b0e48354d38bc255,da2cbac1afed2e92fc2f5adabf0cc88e8a0d5fed11ad08b6a7fe74ecd7abaac5,endocv2021_001327,True,672,544,RGB,672,544,RGB,True,,False,False
polypgen_static_0471,C2,polypgen_c2_endocv2021_001328,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001328.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001328_mask.jpg,f3d308e5c45ec724e8f144589bc4a2010bf4bac6054d87c8043e97db6f0e7d79,93ba92fc13f6358d0a6e83195119b8b3381579c62800a0b25c91e68b6268590a,endocv2021_001328,True,672,544,RGB,672,544,RGB,True,,False,False
polypgen_static_0472,C2,polypgen_c2_endocv2021_001329,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001329.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001329_mask.jpg,f7e96eb66af6ad4be39a3f762ed8d9ac04618c8585e3a1b0bebdd9ef7a3fbfc4,dccbcc9e226080fb3e3a18fc0b964ea8f07a1b7e367d60e35e88b8666005bc0b,endocv2021_001329,True,672,544,RGB,672,544,RGB,True,,False,False
polypgen_static_0473,C2,polypgen_c2_endocv2021_001330,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001330.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001330_mask.jpg,5fd63b635e2031cccafe2655775b01a05dc741b80a610fef5f7ab09e5420d5e5,4b029f057d31ac9229e36c9aad7102c4fada574930d717f22922d8ab9f7bf3ce,endocv2021_001330,True,1360,1064,RGB,1360,1064,RGB,True,,False,False
polypgen_static_0474,C2,polypgen_c2_endocv2021_001331,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001331.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001331_mask.jpg,f49ea85b856d555cde9f5a63bd7ee9ba0cd747b2565f0399e7f37e40b04d36b2,cf7b23f83ff375d9b81c12bd11c91e7838e5a18618b3372121c4e518e0c064b9,endocv2021_001331,True,1360,1064,RGB,1360,1064,RGB,True,,False,False
polypgen_static_0475,C2,polypgen_c2_endocv2021_001332,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001332.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001332_mask.jpg,f7f1dc9a7310c821e59de3241db85bc0496d0e006970b8481f2a0ddce2a1b615,c56db32e0ab4a15df0bb8becf707c0acabcde38113a7afa4b6fc527925eb3517,endocv2021_001332,True,1360,1064,RGB,1360,1064,RGB,True,,False,False
polypgen_static_0476,C2,polypgen_c2_endocv2021_001333,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001333.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001333_mask.jpg,5c8c9b32348c878b1377210f760fea723507f9937853880e486fc4062ca76a08,b349e698ead4ea9159cd22ea3318b57b6de9021803be9947b598a7ddd2649e30,endocv2021_001333,True,1360,1064,RGB,1360,1064,RGB,True,,False,False
polypgen_static_0477,C2,polypgen_c2_endocv2021_001334,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001334.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001334_mask.jpg,fbf382ed26f448302f07ef976d0f196a0700ffba87a4470ea48fd0610256b43d,54c5c21739b0ee1993763bd03461a634f0095981f98e277f495e5486f2eaeba4,endocv2021_001334,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0478,C2,polypgen_c2_endocv2021_001335,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001335.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001335_mask.jpg,bc90f7ab62bef3aab9b8a145842f7ea34a1b255bc71283a0f3655e4370025650,fe6b65fd5443f6ae28f16ecdf3f3f351573fb196a5d9be8102f3925c1057dc65,endocv2021_001335,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0479,C2,polypgen_c2_endocv2021_001336,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001336.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001336_mask.jpg,73030d6be3896fd5ed1af32a54092439ac0e5bd8dcb7e4ae38ed2964858a829a,b24ccb9e9e92f23b470cfa2e49c816a5a1211c8849fdc6f9c9e3356042350336,endocv2021_001336,True,1280,1024,RGB,1280,1024,RGB,True,,False,False
polypgen_static_0480,C2,polypgen_c2_endocv2021_001337,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001337.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001337_mask.jpg,72760c8a9433e58f7a72748c709be9dffed6405c74d16e4e5dc40f54043e5639,74abb259b69784f71256e4aa342bdc4c313fbb380f936e587c06df0d6c0f226b,endocv2021_001337,True,1280,1024,RGB,1280,1024,RGB,True,,False,False
polypgen_static_0481,C2,polypgen_c2_endocv2021_001338,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001338.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001338_mask.jpg,b77ef470fe8dcdb56cdf7f2a0e28f656d4c977c431da314a68fefa1e408a3237,2db40e792df7d6cfe2a9cf6a5aff54f22bfed8ad61e19bdc11c1a93ce38cc301,endocv2021_001338,True,1280,1024,RGB,1280,1024,L,True,,False,False
polypgen_static_0482,C2,polypgen_c2_endocv2021_001339,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001339.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001339_mask.jpg,2a615f526bf0bb9f0d07f7a0ebf992c89eec249cb2b74dcb97365cb2d629e31b,895fd326ca928fd0b68b1225f64f5d3c79c24944b7fff177e9e12e7e74ff5c35,endocv2021_001339,True,1728,1072,RGB,1728,1072,L,True,,False,False
polypgen_static_0483,C2,polypgen_c2_endocv2021_001340,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001340.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001340_mask.jpg,4efcc82bcd0e556c67225fc21673b2895989e54c49441a86a6e4b855fdc08618,ccafe4f6a5ec13d7f9a06213574f4e660f36fecec83f4402904bb200b61a9695,endocv2021_001340,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0484,C2,polypgen_c2_endocv2021_001342,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001342.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001342_mask.jpg,0614c23771f7964bc0044c5719f6a0a88150c510920fa6590fcdc01b24ebb1e7,202bb33fc3e90a8cca74f8ba878383cc353fee9bf7f38dab3451c8aab21ea757,endocv2021_001342,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0485,C2,polypgen_c2_endocv2021_001343,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001343.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001343_mask.jpg,f2177deedb152d5f75a40848ec5389c445ea9ed25fe3694d3f85d4edee8cad7b,ebaf8c0e634aec692f840c0dd740457bf738edb6e2d156bae86c90d423761628,endocv2021_001343,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0486,C2,polypgen_c2_endocv2021_001344,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001344.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001344_mask.jpg,d543993b9110904c3d01c4bcc81c9686a8d75a3a1a69f6970fc365b585df5104,7b4cfa214ea4d6babd93541df84bfba6e32c124d3757c0ece4c4ed73ce244fa4,endocv2021_001344,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0487,C2,polypgen_c2_endocv2021_001345,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001345.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001345_mask.jpg,97a00ff3652f159726e4ce7ec758f211175e4dec14f2240b718634d736f3c178,2b4f7c3401764d104bebb040e49a8d695e23ba0416160e37549ecbf8966b7879,endocv2021_001345,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0488,C2,polypgen_c2_endocv2021_001346,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001346.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001346_mask.jpg,b6841c8fe0254d76a2f9d9871a0355134dfcda7fad06b2611b7ff427efe85a1a,077feb18a1d4cf9a8006c432ac59472736e02db624b85e14bbddb3f2b2220291,endocv2021_001346,True,1704,1072,RGB,1704,1072,L,True,,False,False
polypgen_static_0489,C2,polypgen_c2_endocv2021_001347,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001347.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001347_mask.jpg,e9aa943a801892e444d3a0ab0ce8b57d304fa4f45ba944f394e9f5fcb8975a13,d27d28f07e5407046ed4dd57002d295e25052b7f2cb062020e9dbdc022c84ecf,endocv2021_001347,True,1704,1072,RGB,1704,1072,RGB,True,,False,False
polypgen_static_0490,C2,polypgen_c2_endocv2021_001348,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001348.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001348_mask.jpg,d86d93192d7daed28ffc42e4809cef89bb05537ceb33e67794123055e22ae7fe,32bf671b6e7885da47f57b0615cd42353c7a88d0aed5a6c49dfa1e57316c8ede,endocv2021_001348,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0491,C2,polypgen_c2_endocv2021_001349,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001349.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001349_mask.jpg,b37ded7f979d938b1a96f4c0d3b3928eef7ba06fe85cc5f35521c3be05083206,2660f368ea5a484796e46e9e4b033e79d9a2955211bc398f5de424adf3fba9af,endocv2021_001349,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0492,C2,polypgen_c2_endocv2021_001351,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001351.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001351_mask.jpg,9cd6d985b3f90d9786e8c0a106ac29d60d33c0f9f9331c51625a84b142c5e395,2dc92ebed9061aa047ce3ed33ec5046130df3ded4f0a86defa639f0d7adededf,endocv2021_001351,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0493,C2,polypgen_c2_endocv2021_001352,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001352.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001352_mask.jpg,fe4056df68d85a58845bd529b0561058943fba3074f296cee20f954213e821ba,07aa3c9b92c3ca872f7197676b0d531c4654d8207f8af17d829ce140002727f6,endocv2021_001352,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0494,C2,polypgen_c2_endocv2021_001353,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001353.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001353_mask.jpg,6f712032583af0a804fe0aa20e6788898bb9573401efd9fe2763f1b0ff6f6abe,b842d7031df59c067f10cbb10a9a93e4edd0abb99c5f49089ea90c86ccac41c6,endocv2021_001353,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0495,C2,polypgen_c2_endocv2021_001354,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001354.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001354_mask.jpg,bd51be10efd75ba5acd8e881797b59c41c42038ec7b852930edfc945cf46d6da,5bfa376b880715a07dc60adaff5e14e51c67bd2cd85764b0ab67daaa0588720b,endocv2021_001354,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0496,C2,polypgen_c2_endocv2021_001355,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001355.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001355_mask.jpg,8e7c8950665f63b6bd5c7f63bb7bbf72ea8b288221563c5e6131630a44231b20,c57fd2cc5439bf6f71b9c2f1c71a8f7ca72d97923414a12ab5c075c72621a7ef,endocv2021_001355,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0497,C2,polypgen_c2_endocv2021_001356,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001356.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001356_mask.jpg,4b51c17073f2fdbcfd0a257e5eeee51955838ee3b6a1917ff7cafe31ac542c0a,9094c57e7e05f957b4005cb8a36dd086adda9062458f2448297d4924df4ac49c,endocv2021_001356,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0498,C2,polypgen_c2_endocv2021_001357,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001357.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001357_mask.jpg,aff2801129baf1eaa91ead2c2f9daf7da3c6848acef66695683b248cc483f273,490fe4f52b102033477baf4fed3369d905774ab258910fb90ef93997285c02c9,endocv2021_001357,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0499,C2,polypgen_c2_endocv2021_001358,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001358.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001358_mask.jpg,52c02866fec4ad4086d47967f32bbb5a219a3c2c268fddf2bf21eb12037cc838,56421dfeaf31b60667d50c27239ca029439e47848298c9223cada74a98fe4567,endocv2021_001358,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0500,C2,polypgen_c2_endocv2021_001359,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001359.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001359_mask.jpg,1617f35c3f21e3d446f309256700daf7e3da9bd6a6b936e97abff3e6037416b1,fdf58c18d3ab60547b4e2eaeaa8457e55234102d4de025cef86f7cd9569709b6,endocv2021_001359,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0501,C2,polypgen_c2_endocv2021_001360,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001360.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001360_mask.jpg,91ff86c14a4c8b3c361638057961f88a8bc1b0b1fe78609862b1a24d4b541a8f,4cd93ef40456a1bb5ce831530a42433e1d2037cc5b4ec8c5fd8c7b9b947e9627,endocv2021_001360,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0502,C2,polypgen_c2_endocv2021_001361,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001361.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001361_mask.jpg,386eb4fbf41b7d41af61892febaf6b5a2dbb0c6dd7a0a89f0907a2666173e0b3,22cd29ac764671e10d1446e8e8a994c437dab4f91fabb5ef9ea1fbbf9453fef3,endocv2021_001361,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0503,C2,polypgen_c2_endocv2021_001362,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001362.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001362_mask.jpg,c566c179831321cdb5d919c4d5429364e8ab93c90cb6bde27186c7206933adb6,097963820d459bdead27410d26b97699ebb8c9c2c679ba0dbc1448634ec4e4b6,endocv2021_001362,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0504,C2,polypgen_c2_endocv2021_001363,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001363.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001363_mask.jpg,6cbac5767830b3dc70f9bce5e74c65f9dd9077e0f139d320355b75407facf8ed,c8781f605a6c25160ad182b4abace3545aba32bf4becfab9026a392aa4d657c3,endocv2021_001363,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0505,C2,polypgen_c2_endocv2021_001364,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001364.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001364_mask.jpg,0c4bcb5111934c04f0ac254b1ae7b0d18f07fa361dff9d5845351215251f0d1e,c23a781d5bbd6c9ff87bfb1a08d2c7f21400261b936ff6cfa15393570b29975a,endocv2021_001364,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0506,C2,polypgen_c2_endocv2021_001365,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001365.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001365_mask.jpg,c6a5acb088c498d80e75459437d56057e4913a1249335ab38accfbe0674e4e04,59509be2239958433aaef05c4dfef463888bca10a5fb7d5a1c154f3387f46b43,endocv2021_001365,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0507,C2,polypgen_c2_endocv2021_001369,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001369.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001369_mask.jpg,7b66f0b98fdf2db9b3b091ecf634a584236b082aae81ab28f8414f4d9a99404f,39e2c943dab2ab917925898252801c9d6937e6f93aa2ce5ca34129a1daf4c0a2,endocv2021_001369,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0508,C2,polypgen_c2_endocv2021_001371,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001371.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001371_mask.jpg,325958d1ce30a5d9c579549fb533a1ee80e6840c29f28b70188986037386e65e,2972b150d38dd68f845cfaa7a8eb3ae92536a18825037fba84fcdaa8a17afe05,endocv2021_001371,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0509,C2,polypgen_c2_endocv2021_001372,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001372.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001372_mask.jpg,ee07db01ef995cf6cd273247fb082fb141ad011bf864a74433bf18163a03ddbf,9c3e3e17e499aa7a1e81ab454372a569c2e2e975a17dbadc35bde1c729f145c6,endocv2021_001372,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0510,C2,polypgen_c2_endocv2021_001374,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001374.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001374_mask.jpg,bd4af81202f3120341eb7cf1719eb08b0a15aa09b53206e7ec78f5ba067681be,69a89d9412587861c1ef22591c9525b2b7727d5b522cfb65dcfd512fa871db35,endocv2021_001374,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0511,C2,polypgen_c2_endocv2021_001375,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001375.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001375_mask.jpg,4d8e71d8f6bbb12f6396c268fa2a1c2b50c7aa974d2fbfe0922af394b9800775,d0ef4e97c6bf370874392e3aa68b4a3bdab66f0ba2f4a4c8c6f136a388b0a0d0,endocv2021_001375,True,1440,1064,RGB,1440,1064,L,True,,False,False
polypgen_static_0512,C2,polypgen_c2_endocv2021_001376,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001376.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001376_mask.jpg,7e4997052746e201b9e672a9d2b08aa9e1c76033704a9b85a3291bb76e48d398,63ba19dbedab0a2768e9d2cc386e744c2bb26585e8929ee3ba9be49a29cb8535,endocv2021_001376,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
polypgen_static_0513,C2,polypgen_c2_endocv2021_001377,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\images_C2\EndoCV2021_001377.jpg,F:\MEDSEG_SAFETTA\data\external\PolypGen\PolypGen2021_MultiCenterData_v3\data_C2\masks_C2\EndoCV2021_001377_mask.jpg,bfcdc18cd1f69774c9de5e26706d3b44ab086b161c8462820c4de497fe039d50,d03e60e8516bdb05314b29befd3bd11475c01873cf794efd07a64aa27674ca57,endocv2021_001377,True,1440,1064,RGB,1440,1064,RGB,True,,False,False
