sample_id,model_state_id,state_row_index,source_dice,a1_dice,delta_dice,adaptation_outcome,harm_label,benefit_label,frozen_safety_probability,frozen_operating_threshold,frozen_risk_flag,center,model_family,training_seed,checkpoint_sha256
polypgen_static_0754,DeepLabV3-R50::20260818,754,0.9644859813084112,0.9660037523452157,0.001517771036804505,NEUTRAL,0,0,0.0850783733014711,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0755,DeepLabV3-R50::20260818,755,0.9637840901933614,0.9708108108108108,0.007026720617449356,NEUTRAL,0,0,0.22290279064036,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0756,DeepLabV3-R50::20260818,756,0.9790185932791267,0.9806699552598371,0.0016513619807104751,NEUTRAL,0,0,0.1174315225933391,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0757,DeepLabV3-R50::20260818,757,0.9237363814966958,0.9083503054989817,-0.015386075997714133,NEUTRAL,0,0,0.7886037755862384,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0758,DeepLabV3-R50::20260818,758,0.9680819477434679,0.9706830621579066,0.0026011144144386655,NEUTRAL,0,0,0.4094368589054341,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0759,DeepLabV3-R50::20260818,759,0.9259968102073365,0.925024030759372,-0.000972779447964478,NEUTRAL,0,0,0.7670072624885854,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0760,DeepLabV3-R50::20260818,760,0.9122474747474747,0.9037162162162162,-0.008531258531258468,NEUTRAL,0,0,0.5020451236580158,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0761,DeepLabV3-R50::20260818,761,0.8002528445006322,0.42663300725781006,-0.3736198372428221,HARM,1,0,0.9495835262041974,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0762,DeepLabV3-R50::20260818,762,0.9279232831511652,0.9279711265790153,4.7843427850025044e-05,NEUTRAL,0,0,0.5702500890109351,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0763,DeepLabV3-R50::20260818,763,0.9215793227877312,0.9809315411065959,0.059352218318864614,BENEFIT,0,1,0.1443779366759476,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0764,DeepLabV3-R50::20260818,764,0.7467784912418644,0.8857544846992613,0.13897599345739697,BENEFIT,0,1,0.367327361528018,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0765,DeepLabV3-R50::20260818,765,0.9568116616267349,0.6850624660510592,-0.2717491955756757,HARM,1,0,0.350217056733157,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0766,DeepLabV3-R50::20260818,766,0.8729547641963427,0.8601546029515109,-0.012800161244831743,NEUTRAL,0,0,0.6943560494420384,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0767,DeepLabV3-R50::20260818,767,0.9742447336538086,0.9742046431642304,-4.0090489578203936e-05,NEUTRAL,0,0,0.0866790338503456,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0768,DeepLabV3-R50::20260818,768,0.8859756861762126,0.8902835425313798,0.004307856355167172,NEUTRAL,0,0,0.0632669745136526,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0769,DeepLabV3-R50::20260818,769,0.9153578402241277,0.9215288347708439,0.006170994546716213,NEUTRAL,0,0,0.7666942822103973,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0770,DeepLabV3-R50::20260818,770,0.970193740685544,0.9687415426251691,-0.0014521980603748874,NEUTRAL,0,0,0.1786523650658472,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0771,DeepLabV3-R50::20260818,771,0.9719448407037565,0.9772109093582299,0.0052660686544733215,NEUTRAL,0,0,0.1498649661136162,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0772,DeepLabV3-R50::20260818,772,0.8884995221408092,0.872243940578577,-0.01625558156223217,NEUTRAL,0,0,0.8259565028284666,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0773,DeepLabV3-R50::20260818,773,0.8874849578820698,0.8811299733746247,-0.006354984507445094,NEUTRAL,0,0,0.1738890330101102,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0774,DeepLabV3-R50::20260818,774,0.9786692612828382,0.9809608805592741,0.002291619276435952,NEUTRAL,0,0,0.6651918514141717,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0775,DeepLabV3-R50::20260818,775,0.9581510980157452,0.9634874357906428,0.005336337774897615,NEUTRAL,0,0,0.2111886043605691,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0776,DeepLabV3-R50::20260818,776,0.9105038207486077,0.9181568985772093,0.007653077828601584,NEUTRAL,0,0,0.2457738327967623,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0777,DeepLabV3-R50::20260818,777,0.843848767852475,0.9164179764352189,0.07256920858274396,BENEFIT,0,1,0.3842365101527754,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0778,DeepLabV3-R50::20260818,778,0.8904057641259007,0.21127975163849602,-0.6791260124874047,HARM,1,0,0.8792611103259805,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0779,DeepLabV3-R50::20260818,779,0.9264201296225696,0.20431461428691344,-0.7221055153356561,HARM,1,0,0.8556140041919766,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0780,DeepLabV3-R50::20260818,780,0.9736376788297701,0.9662690575874872,-0.007368621242282991,NEUTRAL,0,0,0.1528753931170099,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0781,DeepLabV3-R50::20260818,781,0.9593988607441523,0.9575191163976211,-0.0018797443465311536,NEUTRAL,0,0,0.6236918282512982,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0782,DeepLabV3-R50::20260818,782,0.9668407903702021,0.7899268586242014,-0.17691393174600067,HARM,1,0,0.7335999207857158,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0783,DeepLabV3-R50::20260818,783,0.8629330412159386,0.8686589190186312,0.005725877802692625,NEUTRAL,0,0,0.0732121410480653,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0784,DeepLabV3-R50::20260818,784,0.9765314456847264,0.97611404320148,-0.0004174024832463985,NEUTRAL,0,0,0.2561325906764152,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0785,DeepLabV3-R50::20260818,785,0.9277381977609019,0.9343274111675127,0.006589213406610783,NEUTRAL,0,0,0.222559809543095,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0786,DeepLabV3-R50::20260818,786,0.9560225724849193,0.9540307751862963,-0.001991797298622977,NEUTRAL,0,0,0.7245171573770539,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0787,DeepLabV3-R50::20260818,787,0.9650251256281407,0.9530134813639968,-0.012011644264143917,NEUTRAL,0,0,0.1438163174167216,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0788,DeepLabV3-R50::20260818,788,0.9165044457305204,0.8791133004926108,-0.03739114523790954,HARM,1,0,0.7427699087581203,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0789,DeepLabV3-R50::20260818,789,0.9779238287832828,0.9819879919946631,0.004064163211380367,NEUTRAL,0,0,0.1113941003837849,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0790,DeepLabV3-R50::20260818,790,0.7913530824659728,0.8160377358490566,0.024684653383083788,BENEFIT,0,1,0.8435856485508264,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0791,DeepLabV3-R50::20260818,791,0.852962320801793,0.943817065741999,0.09085474494020596,BENEFIT,0,1,0.12568686827713,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0792,DeepLabV3-R50::20260818,792,0.978705549145075,0.9789550832373574,0.00024953409228234413,NEUTRAL,0,0,0.429181862018431,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0793,DeepLabV3-R50::20260818,793,0.9823387744179823,0.9795041618186701,-0.0028346125993122806,NEUTRAL,0,0,0.2671634893003115,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0794,DeepLabV3-R50::20260818,794,0.9096740638002774,0.8232198474922136,-0.08645421630806382,HARM,1,0,0.4836320388361779,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0795,DeepLabV3-R50::20260818,795,0.970321181731942,0.9676283353650278,-0.0026928463669142477,NEUTRAL,0,0,0.6769102821033098,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0796,DeepLabV3-R50::20260818,796,0.990298363811357,0.9888519833543313,-0.00144638045702572,NEUTRAL,0,0,0.0612828291673821,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0797,DeepLabV3-R50::20260818,797,0.9457369839693573,0.9482304350922167,0.002493451122859369,NEUTRAL,0,0,0.1455338064252587,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0798,DeepLabV3-R50::20260818,798,0.9069873648957223,0.8392309835608804,-0.06775638133484185,HARM,1,0,0.7624897851454747,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0799,DeepLabV3-R50::20260818,799,0.9534758397700737,0.9316224292494287,-0.021853410520644934,HARM,1,0,0.9066955195994936,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0800,DeepLabV3-R50::20260818,800,0.8739720787913559,0.9038574505580576,0.029885371766701696,BENEFIT,0,1,0.6917784985232482,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0801,DeepLabV3-R50::20260818,801,0.8195542774982028,0.7182239057239057,-0.10133037177429705,HARM,1,0,0.6493832011858373,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0802,DeepLabV3-R50::20260818,802,0.9764462402680595,0.9732594082724105,-0.0031868319956489533,NEUTRAL,0,0,0.117142826500644,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0803,DeepLabV3-R50::20260818,803,0.980010846827303,0.8587431091510475,-0.12126773767625554,HARM,1,0,0.2167009292570033,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0804,DeepLabV3-R50::20260818,804,0.9450048812235601,0.5027811467525407,-0.44222373447101937,HARM,1,0,0.8453533513140657,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0805,DeepLabV3-R50::20260818,805,0.5714920071047958,0.6930458476483828,0.12155384054358709,BENEFIT,0,1,0.8419744641854154,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0806,DeepLabV3-R50::20260818,806,0.933772022925069,0.7001507577560898,-0.2336212651689792,HARM,1,0,0.542894392172012,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0807,DeepLabV3-R50::20260818,807,0.8231971563519501,0.8136860264519838,-0.009511129899966275,NEUTRAL,0,0,0.4893912809333314,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0808,DeepLabV3-R50::20260818,808,0.9733528550512445,0.9687863512989531,-0.004566503752291395,NEUTRAL,0,0,0.1460864808745019,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0809,DeepLabV3-R50::20260818,809,0.9191133805268655,0.9211465408081041,0.0020331602812385663,NEUTRAL,0,0,0.4315185985737076,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0810,DeepLabV3-R50::20260818,810,0.9821599512662084,0.948394278633089,-0.03376567263311936,HARM,1,0,0.1064420142304489,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0811,DeepLabV3-R50::20260818,811,0.9763928234183191,0.9793997965412004,0.003006973122881229,NEUTRAL,0,0,0.1503245704403054,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0812,DeepLabV3-R50::20260818,812,0.9439638962015795,0.9333003341170647,-0.0106635620845148,NEUTRAL,0,0,0.3722858776295654,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0813,DeepLabV3-R50::20260818,813,0.9855719065951858,0.9884493213976321,0.0028774148024462987,NEUTRAL,0,0,0.041481132543597,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0814,DeepLabV3-R50::20260818,814,0.8926886792452831,0.12095853936858121,-0.7717301398767018,HARM,1,0,0.8751913544805462,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0815,DeepLabV3-R50::20260818,815,0.9402526459542506,0.9096816114359974,-0.03057103451825327,HARM,1,0,0.8457636864351138,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0816,DeepLabV3-R50::20260818,816,0.918046357615894,0.9177316293929713,-0.0003147282229227777,NEUTRAL,0,0,0.8655578695440309,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0817,DeepLabV3-R50::20260818,817,0.8975219132128558,0.8974630021141649,-5.8911098690939134e-05,NEUTRAL,0,0,0.3203040185202159,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0818,DeepLabV3-R50::20260818,818,0.9576709997465329,0.9618435424089957,0.004172542662462808,NEUTRAL,0,0,0.3187553470004987,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0819,DeepLabV3-R50::20260818,819,0.8956927867151012,0.1008190863613875,-0.7948737003537137,HARM,1,0,0.8160696520435725,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0820,DeepLabV3-R50::20260818,820,0.9633316404266125,0.9647027063508132,0.0013710659242007761,NEUTRAL,0,0,0.2886896825617143,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0821,DeepLabV3-R50::20260818,821,0.9510158458807285,0.9598827135812342,0.00886686770050571,NEUTRAL,0,0,0.2977206414211739,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0822,DeepLabV3-R50::20260818,822,0.9071630427166779,0.9534742415693763,0.04631119885269841,BENEFIT,0,1,0.2778669300242582,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0823,DeepLabV3-R50::20260818,823,0.9501058361052314,0.9503301751363766,0.00022433903114527087,NEUTRAL,0,0,0.9388799541907812,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0824,DeepLabV3-R50::20260818,824,0.802878026496117,0.7957013574660633,-0.007176669030053651,NEUTRAL,0,0,0.707393134005922,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0825,DeepLabV3-R50::20260818,825,0.828566812085959,0.5260993922059349,-0.302467419880024,HARM,1,0,0.7287283587588277,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0826,DeepLabV3-R50::20260818,826,0.65001665001665,0.5176470588235295,-0.13236959119312053,HARM,1,0,0.7881633776219333,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0827,DeepLabV3-R50::20260818,827,0.40935973257906916,0.16738567730802417,-0.24197405527104499,HARM,1,0,0.7964373701608489,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0828,DeepLabV3-R50::20260818,828,0.6419364979566174,0.6373185047883843,-0.004617993168233192,NEUTRAL,0,0,0.9160083128760153,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0829,DeepLabV3-R50::20260818,829,0.9276006918705214,0.9005708848715509,-0.027029806998970507,HARM,1,0,0.8895254470476853,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0830,DeepLabV3-R50::20260818,830,0.8818248712288448,0.8161290322580645,-0.06569583897078024,HARM,1,0,0.7634060107375272,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0831,DeepLabV3-R50::20260818,831,0.5457920792079208,0.5805394129041872,0.03474733369626637,BENEFIT,0,1,0.9402585523013154,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0832,DeepLabV3-R50::20260818,832,0.8330443008040359,0.7624452266360175,-0.07059907416801836,HARM,1,0,0.6618386325160982,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0833,DeepLabV3-R50::20260818,833,0.9318790662074244,0.9506796116504854,0.01880054544306098,NEUTRAL,0,0,0.7254113302892997,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0834,DeepLabV3-R50::20260818,834,0.7483480176211453,0.6760321100917431,-0.0723159075294022,HARM,1,0,0.8977640777352576,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0835,DeepLabV3-R50::20260818,835,0.5715019255455712,0.6350467289719626,0.06354480342639135,BENEFIT,0,1,0.8562403276168616,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0836,DeepLabV3-R50::20260818,836,0.7760149240472595,0.7735038181495294,-0.0025111058977300704,NEUTRAL,0,0,0.2235256084412934,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0837,DeepLabV3-R50::20260818,837,0.9251876706096451,0.8349562890831597,-0.09023138152648547,HARM,1,0,0.2803500303081631,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0838,DeepLabV3-R50::20260818,838,0.9521839639858863,0.8413153829176783,-0.11086858106820807,HARM,1,0,0.3074635548501168,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0839,DeepLabV3-R50::20260818,839,0.9525051136235924,0.6322935851718328,-0.3202115284517596,HARM,1,0,0.1094054688747611,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0840,DeepLabV3-R50::20260818,840,0.6194121538606937,0.9395336920317704,0.3201215381710767,BENEFIT,0,1,0.522259262368437,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0841,DeepLabV3-R50::20260818,841,0.9852959780461459,0.8303207523737482,-0.15497522567239763,HARM,1,0,0.182647512746688,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0842,DeepLabV3-R50::20260818,842,0.9800211170074183,0.856131355673564,-0.12388976133385432,HARM,1,0,0.1823543533869246,0.300584763193734,0,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
polypgen_static_0843,DeepLabV3-R50::20260818,843,0.9668210842619256,0.9617650745894446,-0.005056009672480988,NEUTRAL,0,0,0.4335652108054859,0.300584763193734,1,C3,DeepLabV3-R50,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25
