dataset,path,member,size_bytes,size_human,shape,dtype,header_status,signal_class,route_priority
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,a1_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,source_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,a1_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,source_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,a1_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,source_masks_packed.npy,1209521,1.15 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,a1_masks_packed.npy,1209521,1.15 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,source_masks_packed.npy,1209521,1.15 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,a1_masks_packed.npy,1209521,1.15 MiB,"[1532, 15488]",uint8,OK,HARD_OR_MASK_LIKE,99
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_predictions.npz,source_masks_packed.npy,1141325,1.09 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1141325,1.09 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1141325,1.09 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_predictions.npz,source_masks_packed.npy,1110380,1.06 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1110380,1.06 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1110380,1.06 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_predictions.npz,source_masks_packed.npy,1106768,1.06 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1106768,1.06 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1106768,1.06 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_predictions.npz,source_masks_packed.npy,1085631,1.04 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1085631,1.04 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1085631,1.04 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_predictions.npz,source_masks_packed.npy,1079549,1.03 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1079549,1.03 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1079549,1.03 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,source_masks_packed.npy,1065118,1.02 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1065118,1.02 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1065118,1.02 MiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_predictions.npz,source_masks_packed.npy,1019520,995.62 KiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1019520,995.62 KiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1019520,995.62 KiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_predictions.npz,source_masks_packed.npy,981741,958.73 KiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,981741,958.73 KiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_predictions.npz,pl_masks_packed.npy,981741,958.73 KiB,"[980, 15488]",uint8,OK,HARD_OR_MASK_LIKE,100
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260819_predictions.npz,source_masks_packed.npy,814692,795.60 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260819_predictions.npz,a1_masks_packed.npy,814692,795.60 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260818_predictions.npz,source_masks_packed.npy,757484,739.73 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260818_predictions.npz,a1_masks_packed.npy,757484,739.73 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260817_predictions.npz,source_masks_packed.npy,744186,726.74 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260817_predictions.npz,a1_masks_packed.npy,744186,726.74 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,source_masks_packed.npy,704362,687.85 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,a1_masks_packed.npy,704362,687.85 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,source_masks_packed.npy,699570,683.17 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,a1_masks_packed.npy,699570,683.17 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,source_masks_packed.npy,691814,675.60 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,a1_masks_packed.npy,691814,675.60 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260821_predictions.npz,source_masks_packed.npy,660266,644.79 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260821_predictions.npz,a1_masks_packed.npy,660266,644.79 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260820_predictions.npz,source_masks_packed.npy,650532,635.29 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260820_predictions.npz,a1_masks_packed.npy,650532,635.29 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260822_predictions.npz,source_masks_packed.npy,650249,635.01 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260822_predictions.npz,a1_masks_packed.npy,650249,635.01 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,96
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/pranet_seed20260819_a2_predictions.npz,a2_masks_packed.npy,495186,483.58 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/pranet_seed20260817_a2_predictions.npz,a2_masks_packed.npy,474248,463.13 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/pranet_seed20260818_a2_predictions.npz,a2_masks_packed.npy,467630,456.67 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260817_a2_predictions.npz,a2_masks_packed.npy,385781,376.74 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260819_a2_predictions.npz,a2_masks_packed.npy,385651,376.61 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260818_a2_predictions.npz,a2_masks_packed.npy,384657,375.64 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260821_sar_predictions.npz,sar_masks_packed.npy,326629,318.97 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260820_a2_predictions.npz,a2_masks_packed.npy,325396,317.77 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260821_a2_predictions.npz,a2_masks_packed.npy,324570,316.96 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260822_a2_predictions.npz,a2_masks_packed.npy,322990,315.42 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260820_sar_predictions.npz,sar_masks_packed.npy,318687,311.22 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260822_sar_predictions.npz,sar_masks_packed.npy,314695,307.32 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260821_pl_predictions.npz,pl_masks_packed.npy,314062,306.70 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260820_pl_predictions.npz,pl_masks_packed.npy,308711,301.48 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/pranet_seed20260819_sar_predictions.npz,sar_masks_packed.npy,308245,301.02 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/pranet_seed20260819_pl_predictions.npz,pl_masks_packed.npy,308020,300.80 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_pl_predictions.npz,pl_masks_packed.npy,304352,297.22 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260817_sar_predictions.npz,sar_masks_packed.npy,298695,291.69 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260818_sar_predictions.npz,sar_masks_packed.npy,293932,287.04 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260817_pl_predictions.npz,pl_masks_packed.npy,293518,286.64 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260817_pl_predictions.npz,pl_masks_packed.npy,293518,286.64 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260819_sar_predictions.npz,sar_masks_packed.npy,289392,282.61 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260818_pl_predictions.npz,pl_masks_packed.npy,289192,282.41 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_pl_predictions.npz,pl_masks_packed.npy,289188,282.41 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/pranet_seed20260818_pl_predictions.npz,pl_masks_packed.npy,285657,278.96 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/pranet_seed20260818_sar_predictions.npz,sar_masks_packed.npy,285368,278.68 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260819_pl_predictions.npz,pl_masks_packed.npy,284327,277.66 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/pranet_seed20260817_pl_predictions.npz,pl_masks_packed.npy,262837,256.68 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
NeoPolyp,outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/pranet_seed20260817_sar_predictions.npz,sar_masks_packed.npy,262756,256.60 KiB,"[1000, 15488]",uint8,OK,HARD_OR_MASK_LIKE,0
