dataset,path,member,size_bytes,size_human,shape,dtype,header_status,signal_class,priority
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,source_masks_packed.npy,1258667,1.20 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,a1_masks_packed.npy,1258667,1.20 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,source_masks_packed.npy,1258667,1.20 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,a1_masks_packed.npy,1258667,1.20 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,source_masks_packed.npy,1258667,1.20 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,a1_masks_packed.npy,1258667,1.20 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260820_predictions.npz,source_masks_packed.npy,1249148,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260820_predictions.npz,a1_masks_packed.npy,1249148,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260820_predictions.npz,source_masks_packed.npy,1249148,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260820_predictions.npz,a1_masks_packed.npy,1249148,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,source_masks_packed.npy,1246263,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,a1_masks_packed.npy,1246263,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,source_masks_packed.npy,1246263,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,a1_masks_packed.npy,1246263,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,source_masks_packed.npy,1246263,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,a1_masks_packed.npy,1246263,1.19 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/pranet_seed20260818_predictions.npz,source_masks_packed.npy,1237332,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/pranet_seed20260818_predictions.npz,a1_masks_packed.npy,1237332,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260818_predictions.npz,source_masks_packed.npy,1237332,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260818_predictions.npz,a1_masks_packed.npy,1237332,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260818_predictions.npz,source_masks_packed.npy,1237332,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260818_predictions.npz,a1_masks_packed.npy,1237332,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260821_predictions.npz,source_masks_packed.npy,1232565,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260821_predictions.npz,a1_masks_packed.npy,1232565,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260821_predictions.npz,source_masks_packed.npy,1232565,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260821_predictions.npz,a1_masks_packed.npy,1232565,1.18 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/pranet_seed20260817_predictions.npz,source_masks_packed.npy,1225773,1.17 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/pranet_seed20260817_predictions.npz,a1_masks_packed.npy,1225773,1.17 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260817_predictions.npz,source_masks_packed.npy,1225773,1.17 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260817_predictions.npz,a1_masks_packed.npy,1225773,1.17 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260817_predictions.npz,source_masks_packed.npy,1225773,1.17 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260817_predictions.npz,a1_masks_packed.npy,1225773,1.17 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,source_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,a1_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,98
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,source_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,a1_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,source_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,a1_masks_packed.npy,1216590,1.16 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,source_masks_packed.npy,1209521,1.15 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,a1_masks_packed.npy,1209521,1.15 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,source_masks_packed.npy,1209521,1.15 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
PolypGen,release/SafeTTA_repro_release_candidate_v1/project_artifacts/outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,a1_masks_packed.npy,1209521,1.15 MiB,"[1532, 15488]",uint8,OK,HARD_MASK,99
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_predictions.npz,source_masks_packed.npy,1141325,1.09 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1141325,1.09 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1141325,1.09 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_predictions.npz,source_masks_packed.npy,1110380,1.06 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1110380,1.06 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1110380,1.06 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_predictions.npz,source_masks_packed.npy,1106768,1.06 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1106768,1.06 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1106768,1.06 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_predictions.npz,source_masks_packed.npy,1085631,1.04 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1085631,1.04 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1085631,1.04 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_predictions.npz,source_masks_packed.npy,1079549,1.03 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1079549,1.03 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1079549,1.03 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,source_masks_packed.npy,1065118,1.02 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1065118,1.02 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1065118,1.02 MiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_predictions.npz,source_masks_packed.npy,1019520,995.62 KiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,1019520,995.62 KiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_predictions.npz,pl_masks_packed.npy,1019520,995.62 KiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_predictions.npz,source_masks_packed.npy,981741,958.73 KiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_predictions.npz,tent1_masks_packed.npy,981741,958.73 KiB,"[980, 15488]",uint8,OK,HARD_MASK,100
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_predictions.npz,pl_masks_packed.npy,981741,958.73 KiB,"[980, 15488]",uint8,OK,HARD_MASK,100
