path,datasets,signal_type,size_bytes,size_human,format,shape,dtype,keys,member_meta,status
outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/pranet_seed20260817_predictions.npz,PolypGen,HARD_OR_UNKNOWN,1225773,1.17 MiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1532, 15488),dtype=uint8 | a1_masks_packed:shape=(1532, 15488),dtype=uint8",OK
outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/pranet_seed20260817_predictions.npz,PolypGen,HARD_OR_UNKNOWN,1225773,1.17 MiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1532, 15488),dtype=uint8 | a1_masks_packed:shape=(1532, 15488),dtype=uint8",OK
outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,PolypGen,HARD_OR_UNKNOWN,1216590,1.16 MiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1532, 15488),dtype=uint8 | a1_masks_packed:shape=(1532, 15488),dtype=uint8",OK
outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,PolypGen,HARD_OR_UNKNOWN,1216590,1.16 MiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1532, 15488),dtype=uint8 | a1_masks_packed:shape=(1532, 15488),dtype=uint8",OK
outputs/Q1_R10L3A_polypgen_source_a1_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_predictions.npz,PolypGen,HARD_OR_UNKNOWN,1209521,1.15 MiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1532, 15488),dtype=uint8 | a1_masks_packed:shape=(1532, 15488),dtype=uint8",OK
outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_predictions.npz,SUNSEG,HARD_OR_UNKNOWN,1141325,1.09 MiB,npz,,,source_masks_packed|tent1_masks_packed|pl_masks_packed,"source_masks_packed:shape=(980, 15488),dtype=uint8 | tent1_masks_packed:shape=(980, 15488),dtype=uint8 | pl_masks_packed:shape=(980, 15488),dtype=uint8",OK
outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_predictions.npz,SUNSEG,HARD_OR_UNKNOWN,1110380,1.06 MiB,npz,,,source_masks_packed|tent1_masks_packed|pl_masks_packed,"source_masks_packed:shape=(980, 15488),dtype=uint8 | tent1_masks_packed:shape=(980, 15488),dtype=uint8 | pl_masks_packed:shape=(980, 15488),dtype=uint8",OK
outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_predictions.npz,SUNSEG,HARD_OR_UNKNOWN,1106768,1.06 MiB,npz,,,source_masks_packed|tent1_masks_packed|pl_masks_packed,"source_masks_packed:shape=(980, 15488),dtype=uint8 | tent1_masks_packed:shape=(980, 15488),dtype=uint8 | pl_masks_packed:shape=(980, 15488),dtype=uint8",OK
outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_predictions.npz,SUNSEG,HARD_OR_UNKNOWN,1085631,1.04 MiB,npz,,,source_masks_packed|tent1_masks_packed|pl_masks_packed,"source_masks_packed:shape=(980, 15488),dtype=uint8 | tent1_masks_packed:shape=(980, 15488),dtype=uint8 | pl_masks_packed:shape=(980, 15488),dtype=uint8",OK
outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_predictions.npz,SUNSEG,HARD_OR_UNKNOWN,1079549,1.03 MiB,npz,,,source_masks_packed|tent1_masks_packed|pl_masks_packed,"source_masks_packed:shape=(980, 15488),dtype=uint8 | tent1_masks_packed:shape=(980, 15488),dtype=uint8 | pl_masks_packed:shape=(980, 15488),dtype=uint8",OK
outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,SUNSEG,HARD_OR_UNKNOWN,1065118,1.02 MiB,npz,,,source_masks_packed|tent1_masks_packed|pl_masks_packed,"source_masks_packed:shape=(980, 15488),dtype=uint8 | tent1_masks_packed:shape=(980, 15488),dtype=uint8 | pl_masks_packed:shape=(980, 15488),dtype=uint8",OK
outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_predictions.npz,SUNSEG,HARD_OR_UNKNOWN,1019520,995.62 KiB,npz,,,source_masks_packed|tent1_masks_packed|pl_masks_packed,"source_masks_packed:shape=(980, 15488),dtype=uint8 | tent1_masks_packed:shape=(980, 15488),dtype=uint8 | pl_masks_packed:shape=(980, 15488),dtype=uint8",OK
outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_predictions.npz,SUNSEG,HARD_OR_UNKNOWN,981741,958.73 KiB,npz,,,source_masks_packed|tent1_masks_packed|pl_masks_packed,"source_masks_packed:shape=(980, 15488),dtype=uint8 | tent1_masks_packed:shape=(980, 15488),dtype=uint8 | pl_masks_packed:shape=(980, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260819_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,814692,795.60 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260818_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,757484,739.73 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/pranet_seed20260817_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,744186,726.74 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260817_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,704362,687.85 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260818_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,699570,683.17 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/deeplabv3_r50_seed20260819_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,691814,675.60 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260821_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,660266,644.79 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260820_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,650532,635.29 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1/state_predictions/segformer_b0_seed20260822_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,650249,635.01 KiB,npz,,,source_masks_packed|a1_masks_packed,"source_masks_packed:shape=(1000, 15488),dtype=uint8 | a1_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/pranet_seed20260819_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,495186,483.58 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/pranet_seed20260817_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,474248,463.13 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/pranet_seed20260818_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,467630,456.67 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260817_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,385781,376.74 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260819_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,385651,376.61 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260818_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,384657,375.64 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260821_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,326629,318.97 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260820_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,325396,317.77 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260821_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,324570,316.96 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R11C_neopolyp_tent2_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260822_a2_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,322990,315.42 KiB,npz,,,a2_masks_packed,"a2_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260820_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,318687,311.22 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/segformer_b0_seed20260822_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,314695,307.32 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260821_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,314062,306.70 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260820_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,308711,301.48 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/pranet_seed20260819_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,308245,301.02 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/pranet_seed20260819_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,308020,300.80 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/segformer_b0_seed20260822_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,304352,297.22 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260817_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,298695,291.69 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260818_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,293932,287.04 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260817_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,293518,286.64 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260817_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,293518,286.64 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/deeplabv3_r50_seed20260819_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,289392,282.61 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix1_v1__building/state_predictions/deeplabv3_r50_seed20260818_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,289192,282.41 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260818_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,289188,282.41 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/pranet_seed20260818_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,285657,278.96 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/pranet_seed20260818_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,285368,278.68 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/deeplabv3_r50_seed20260819_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,284327,277.66 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R13B_full_neopolyp_pl_conf90_prediction_lock_fix2_v1/state_predictions/pranet_seed20260817_pl_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,262837,256.68 KiB,npz,,,pl_masks_packed,"pl_masks_packed:shape=(1000, 15488),dtype=uint8",OK
outputs/Q1_R12B_full_neopolyp_sar_prediction_lock_fix1_v1/state_predictions/pranet_seed20260817_sar_predictions.npz,NeoPolyp,HARD_OR_UNKNOWN,262756,256.60 KiB,npz,,,sar_masks_packed,"sar_masks_packed:shape=(1000, 15488),dtype=uint8",OK
