sample_id,model_family,model_state_id,training_seed,checkpoint_sha256,state_row_index,source_foreground_pixels_manifest,source_prediction_npz,morph_fg_fraction,morph_boundary_density,morph_component_count_8,morph_largest_component_ratio,morph_largest_component_extent,morph_largest_component_eccentricity,morph_largest_component_circularity,morph_largest_component_perimeter_pixels,morph_largest_component_perimeter_area_ratio,morph_hole_count_4,morph_euler_number_8_4,harm_label,adaptation_outcome
NeoPolyp::69ac66e565c5d4340aa5f7804c34a359,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,406,8193,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.06612377324380166,0.0017158767158767158,1.0,1.0,0.7679977502812149,0.7657665450355048,0.5726919858237178,424.0,0.05175149517881118,0.0,1.0,0,NEUTRAL
NeoPolyp::6aa73b7f23de79be0dba1f3cf29dff28,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,407,7590,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.06125710227272727,0.0021205646205646207,1.0,1.0,0.5844305844305844,0.6992375361350228,0.34736740633917795,524.0,0.06903820816864295,2.0,-1.0,0,BENEFIT
NeoPolyp::6b2da43f71d4dc3ddad260bfcb4443de,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,408,4409,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.03558400051652893,0.0012464387464387464,1.0,1.0,0.745645188567563,0.4059409172658094,0.584047984891103,308.0,0.06985711045588569,0.0,1.0,1,HARM
NeoPolyp::6b92633408da4bcab47c3fb256f174ae,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,409,1693,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.01366380423553719,0.0008498445998445998,1.0,1.0,0.6728934817170111,0.8795718461648088,0.48242325283696325,210.0,0.12404016538688718,0.0,1.0,1,HARM
NeoPolyp::6c04414eaa922bca73d5379c7c851a50,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,410,3466,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.027973269628099172,0.0011533605283605285,2.0,0.9985574148874784,0.7553470100392842,0.7602234059267757,0.5793090827467778,274.0,0.0791678705576423,0.0,2.0,1,HARM
NeoPolyp::6c08a1d1ad8f2c5f72724e00d827b8bc,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,411,4646,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.03749677169421488,0.0012545325045325046,1.0,1.0,0.7774431057563588,0.5088505775373973,0.6075271370896225,310.0,0.0667240637107189,0.0,1.0,0,NEUTRAL
NeoPolyp::6c487ffa651b4774229fe1bce59ddf92,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,412,9149,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.07383942407024793,0.0018372830872830873,1.0,1.0,0.736634460547504,0.7387535880191034,0.5577913638474067,454.0,0.04962290960760739,0.0,1.0,0,NEUTRAL
NeoPolyp::6c688b8ec74baddc22268d4b4ef4d95c,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,413,1946,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.0157057076446281,0.0008660321160321161,1.0,1.0,0.78341384863124,0.8811392234092024,0.5339801994834253,214.0,0.10996916752312436,0.0,1.0,0,BENEFIT
NeoPolyp::6c6f4f219688c7e39b3608a3d372b89e,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,414,5528,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.04461518595041322,0.0015135327635327636,1.0,1.0,0.6889332003988036,0.9028578431683866,0.4966319937385792,374.0,0.06765557163531115,0.0,1.0,0,NEUTRAL
NeoPolyp::6d06046f5d8dd18841d318d1f625619d,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,415,1604,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.012945506198347107,0.000777000777000777,1.0,1.0,0.7072310405643739,0.65718065540379,0.5467789297263486,192.0,0.11970074812967581,0.0,1.0,1,HARM
NeoPolyp::6db034099130d98309817287a8aef566,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,416,5065,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.040878422004132234,0.0014325951825951825,1.0,1.0,0.6559181559181559,0.6861650859811783,0.5079053525625555,354.0,0.0698914116485686,0.0,1.0,0,NEUTRAL
NeoPolyp::6dc55c83a46ce2be9800e6c6f4f21968,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,417,0,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NEUTRAL
NeoPolyp::6dde14f129dc9bac4af05b1c40a6615f,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,418,5159,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.04163707386363636,0.0013192825692825692,1.0,1.0,0.7986068111455108,0.723237292922204,0.6100145470235893,326.0,0.0631905408024811,0.0,1.0,0,NEUTRAL
NeoPolyp::6df5630c2f4fc276ed9f178dc2f4af62,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,419,4776,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.03854597107438017,0.0012788137788137788,1.0,1.0,0.8122448979591836,0.7889785181053968,0.601035351447879,316.0,0.0661641541038526,0.0,1.0,0,NEUTRAL
NeoPolyp::6e9bd5f0d1fd8bbf118acd7936140a2d,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,420,9419,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.07601853047520661,0.0019020331520331521,1.0,1.0,0.7555145584342665,0.7139099888417553,0.5358200308585289,470.0,0.04989914003609725,0.0,1.0,0,NEUTRAL
NeoPolyp::6eb91e2da9e6afaef7fdb2d45b21960c,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,421,6095,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.049191309400826444,0.0014164076664076664,1.0,1.0,0.8192204301075269,0.5749058788237864,0.6252410522001564,350.0,0.05742411812961444,0.0,1.0,0,NEUTRAL
NeoPolyp::6ef3065837ced5c7e06678d2a72ddff0,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,422,4827,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.03895758006198347,0.0012950012950012951,1.0,1.0,0.7618371212121212,0.6318032800322072,0.5923620210499192,320.0,0.06629376424280091,0.0,1.0,0,NEUTRAL
NeoPolyp::6f5d8dd18841d318d1f625619d9ae2a9,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,423,462,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.003728693181818182,0.00042896917896917896,1.0,1.0,0.6875,0.7821175783444531,0.51670196011338,106.0,0.22943722943722944,0.0,1.0,1,HARM
NeoPolyp::6fb2b87fbbcfdfb3ea1dd1faa864b404,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,424,3735,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.030144305268595042,0.001651126651126651,2.0,0.5526104417670683,0.7782805429864253,0.8065972766781018,0.5663592660502518,214.0,0.10368217054263566,0.0,2.0,1,HARM
NeoPolyp::7021bab9fc7330398846f67b5df7cdf3,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,425,7404,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.05975594008264463,0.0017806267806267807,1.0,1.0,0.7201634082287716,0.9028082256910811,0.48058578527228984,440.0,0.05942733657482442,0.0,1.0,0,NEUTRAL
NeoPolyp::707a4fdcc58c9c990b4e2a6e51d077ba,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,426,2661,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.02147630423553719,0.0010683760683760685,1.0,1.0,0.6283353010625737,0.8428572768524704,0.47978524168976355,264.0,0.0992108229988726,0.0,1.0,0,NEUTRAL
NeoPolyp::70866fd3c396490cf7bdbdb19b7afea1,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,427,1107,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.00893433626033058,0.0006717819217819218,1.0,1.0,0.7952586206896551,0.9170221219981342,0.5048255287449414,166.0,0.14995483288166214,0.0,1.0,1,HARM
NeoPolyp::70f3701ae6bcec5dd8e74f182086c88b,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,428,7735,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.06242736311983471,0.0033670033670033673,3.0,0.6340012928248222,0.7721618642733428,0.5988051447517078,0.5943586425371068,322.0,0.06566068515497553,0.0,3.0,0,BENEFIT
NeoPolyp::713a8763b8318ecf467d7ad048df39be,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,429,1468,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.011847882231404958,0.0008012820512820513,1.0,1.0,0.6096345514950167,0.8120520749411073,0.47054974140085876,198.0,0.13487738419618528,0.0,1.0,1,HARM
NeoPolyp::71d4dc3ddad260bfcb4443de3ef69f6d,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,430,8202,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.06619641012396695,0.001999158249158249,1.0,1.0,0.5956427015250545,0.9396360554727301,0.42235314371229626,494.0,0.060229212387222626,0.0,1.0,0,NEUTRAL
NeoPolyp::7285e26c90e1797c77826f9a7021bab9,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,431,9066,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.07316955061983471,0.0018777518777518777,1.0,1.0,0.683710407239819,0.8106975444013502,0.5291631799465863,464.0,0.05118023384072358,0.0,1.0,0,NEUTRAL
NeoPolyp::7285f1a5c73ef2620b4a15c4be73749a,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,432,24463,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.197435111053719,0.004840067340067341,2.0,0.999182438785104,0.6442540853979969,0.8734479391113942,0.22285797396659396,1174.0,0.048030110870187784,1.0,1.0,0,NEUTRAL
NeoPolyp::72eae567c94ea04c603f909df7cd066b,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,433,5703,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.04602756973140496,0.0023471898471898473,5.0,0.9665088549886025,0.6575211738041274,0.724837436739564,0.34511437154390423,448.0,0.08127721335268505,0.0,5.0,1,HARM
NeoPolyp::72f65ddfd1518a2710d568df17586ad8,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,434,9131,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.07369415030991736,0.001821095571095571,1.0,1.0,0.7354220360824743,0.7154842345540682,0.5666347164430301,450.0,0.049282663454167125,0.0,1.0,0,NEUTRAL
NeoPolyp::730831caf386f6e366943c17f87cf12b,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,435,6588,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.05317019628099173,0.001893939393939394,1.0,1.0,0.5208728652751423,0.8952067588786337,0.37798254806504417,468.0,0.07103825136612021,0.0,1.0,1,HARM
NeoPolyp::7395305af926a6f23c5d6d5f35f66adf,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,436,2782,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.02245286673553719,0.0010602823102823103,1.0,1.0,0.6487873134328358,0.8290217155157976,0.5092891301373349,262.0,0.09417685118619698,0.0,1.0,0,NEUTRAL
NeoPolyp::74868eb60861ee1ff0b8a4f6b85d841f,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,437,0,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NEUTRAL
NeoPolyp::749a0d21db70dd094a7f32574d6c748c,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,438,2145,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.017311789772727272,0.0008903133903133903,1.0,1.0,0.7112068965517241,0.5249735057649761,0.556918697681827,220.0,0.10256410256410256,0.0,1.0,0,NEUTRAL
NeoPolyp::74d32ab35c9c40e48620fad66c39a6d3,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,439,621,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.005011944731404958,0.0004775317275317276,1.0,1.0,0.7961538461538461,0.8639118924975195,0.5604507434298367,118.0,0.19001610305958133,0.0,1.0,1,HARM
NeoPolyp::74d6c748c41743c6c08a1d1ad8f2c5f7,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,440,12277,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.09908477530991736,0.0020800958300958303,1.0,1.0,0.7437901369199079,0.5317194389508981,0.5839502946013094,514.0,0.0418669055958296,0.0,1.0,0,NEUTRAL
NeoPolyp::752a9fd5decebad6c688b8ec74baddc2,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,441,9939,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.08021532799586777,0.002161033411033411,1.0,1.0,0.6435508935508936,0.8142846376912621,0.43799589535593086,534.0,0.05372773920917597,0.0,1.0,0,BENEFIT
NeoPolyp::754f28ca745212295dd542315b4c10e2,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,442,3226,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.026036286157024795,0.0011088448588448588,1.0,1.0,0.691977691977692,0.7196773098575897,0.539974314054061,274.0,0.08493490390576565,0.0,1.0,0,NEUTRAL
NeoPolyp::75945dc8ec8f02000f9b6c911c4aa179,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,443,2789,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.022509362086776858,0.0010198135198135198,1.0,1.0,0.7034047919293821,0.7768652280199592,0.5518960639242839,252.0,0.09035496593761205,0.0,1.0,0,NEUTRAL
NeoPolyp::75a793c4a1e4062d81e095fdc7f720ef,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,444,2572,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.02075800619834711,0.0010036260036260037,1.0,1.0,0.7234880450070323,0.811264327614668,0.5255057430432458,248.0,0.09642301710730948,0.0,1.0,0,NEUTRAL
NeoPolyp::76135d76d0bbd4ce2a1405f7d507592b,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,445,6222,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.050216296487603305,0.002840909090909091,5.0,0.6603985856637737,0.8037949921752738,0.39412001667169966,0.6312682387207423,286.0,0.06960330980773911,0.0,5.0,0,BENEFIT
NeoPolyp::7629ab559b28f39a546f6eeb0a13b346,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,446,248,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.0020015495867768593,0.00036421911421911425,1.0,1.0,0.5904761904761905,0.8975994818629754,0.38474813732852775,90.0,0.3629032258064516,0.0,1.0,0,NEUTRAL
NeoPolyp::763bdfb928d788e4237a32841b23099d,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,447,3108,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.025083935950413222,0.001205969955969956,1.0,1.0,0.75,0.9463049678597707,0.4398031605493931,298.0,0.09588159588159588,0.0,1.0,1,HARM
NeoPolyp::76900d229db65646d81526eb91e2da9e,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,448,8103,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.06539740444214875,0.0017725330225330225,1.0,1.0,0.7084280468613394,0.8254391611664118,0.5307713615653988,438.0,0.05405405405405406,0.0,1.0,0,NEUTRAL
NeoPolyp::769fa2d37d32780fd497e1c0e9082ea2,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,449,5832,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.04706869834710744,0.002403846153846154,4.0,0.9212962962962963,0.7059519117067402,0.9177321977588824,0.3275782050444984,454.0,0.0844965568583659,1.0,3.0,1,HARM
NeoPolyp::76b92633408da4bcab47c3fb256f174a,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,450,3786,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.030555914256198347,0.0015701890701890703,1.0,1.0,0.47301349325337333,0.942315682340437,0.3160290622406992,388.0,0.10248283148441627,0.0,1.0,1,HARM
NeoPolyp::76b9a1db782ca0a994927d8d739c25f1,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,451,7561,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.06102305010330578,0.002436221186221186,3.0,0.6783494246792753,0.7352350917431193,0.8022824670191601,0.5143231102257348,354.0,0.06901930200818873,0.0,3.0,0,NEUTRAL
NeoPolyp::76d0bbd4ce2a1405f7d507592b964b79,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,452,9487,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.07656734245867769,0.0019748769748769747,1.0,1.0,0.6459014161220044,0.8091033871630756,0.5006095388438317,488.0,0.05143881100453252,0.0,1.0,0,NEUTRAL
NeoPolyp::76ed9f178dc2f4af626650908b1cb932,DeepLabV3-R50,DeepLabV3-R50::20260818,20260818,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,453,26410,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260818_predictions.npz,0.2131488894628099,0.003917378917378917,1.0,1.0,0.6824289405684755,0.8085036457817242,0.35418286823520606,968.0,0.03665278303672851,0.0,1.0,0,NEUTRAL
