feature_row,sample_id,external_case_id,cluster_id,clip_id,source_split_label,frame_member,image_raw_sha256,model_family,model_state_id,training_seed,checkpoint_sha256,state_prediction_npz_relpath,state_row_index,morph_fg_fraction,morph_boundary_density,frozen_safety_probability,frozen_operating_threshold,frozen_risk_flag
790,testharddataset/unseen/case42/case_m_20181030122608_0u62363103057807_1_002_003-1_a3_ayy_image0020,SUNSEG_case42,case42,case42,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case42/case_M_20181030122608_0U62363103057807_1_002_003-1_a3_ayy_image0020.jpg,658c869aa31a6c38117b880b960d2398d9e1b5c0af0c80ec4024ec1bdd4dc3a0,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,414,0.05335582386363636,0.0033791440041440043,0.30815321446668237,0.300584763193734,1
791,testharddataset/unseen/case42/case_m_20181030122608_0u62363103057807_1_002_003-1_a4_ayy_image0011,SUNSEG_case42,case42,case42,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case42/case_M_20181030122608_0U62363103057807_1_002_003-1_a4_ayy_image0011.jpg,1db01683fd3dd3d99df0677dfb112e1ea4eec83025cf63171e8ecce0e9525bc1,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,406,0.0732421875,0.0019263144263144264,0.22935805268530943,0.300584763193734,0
792,testharddataset/unseen/case42/case_m_20181030122608_0u62363103057807_1_002_003-1_a4_ayy_image0025,SUNSEG_case42,case42,case42,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case42/case_M_20181030122608_0U62363103057807_1_002_003-1_a4_ayy_image0025.jpg,64c1e1fb034e4a907dbe3407b187c51e9a6213257d4968aa8c3aa7408cf54a5c,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,411,0.11998805526859505,0.0029542217042217043,0.20707379153023217,0.300584763193734,0
793,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a1_ayy_image0002,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a1_ayy_image0002.jpg,131b94d34c79c2855c214ab1571edae9d842de2a75ab59ae326ee39b30069fa5,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,437,0.021339101239669422,0.0010602823102823103,0.8693851034073335,0.300584763193734,1
794,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a1_ayy_image0028,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a1_ayy_image0028.jpg,57004dab4c9a8fa9d83d327ba0d64fc5a0174d33123468bb4f2bcf11facf58c7,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,421,0.034389527376033055,0.001481157731157731,0.8589357002506253,0.300584763193734,1
795,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a1_ayy_image0029,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a1_ayy_image0029.jpg,c39a917a16020501794b3b28262817a3df8a7b7e4bc6055ae74b7f4f50000dce,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,436,0.03046713584710744,0.0013030950530950533,0.7441534964674515,0.300584763193734,1
796,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a2_ayy_image0016,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a2_ayy_image0016.jpg,c95546ab623691dab637a9beb29e037ca612b20a44244d4a47b8a1b185f8124f,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,431,0.3056640625,0.004508223258223258,0.10701777372836227,0.300584763193734,0
797,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a2_ayy_image0019,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a2_ayy_image0019.jpg,a60d29fd531609b90d24ab771c0c42f03712f7aa77d5fc10591538d0cda086f1,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,425,0.14457967458677687,0.007454351204351204,0.21932348932200327,0.300584763193734,0
798,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0006,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0006.jpg,a479ed66e93b48934f700e3ebd5139c3904c9bba52621bed8be67ef6fd4fcf18,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,433,0.0,0.0,0.027150377504540905,0.300584763193734,0
799,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0019,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0019.jpg,1c17f40e04f396d974723c9bb8d756c17b92bb40653d878380c98560529f3f03,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,439,0.02079836002066116,0.001197876197876198,0.8591480574122445,0.300584763193734,1
800,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0035,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0035.jpg,72883166ec49b970873624a288a6210a7b392d0865111dd1f4ebb8bc3d207ef0,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,424,0.03854597107438017,0.0013921263921263922,0.8277930863269967,0.300584763193734,1
801,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0037,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0037.jpg,939f6c9ec369a00bfed705515710616f5d3287d5873408e58fc91ff09c5ffd73,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,420,0.03510782541322314,0.0013435638435638437,0.8529622094908779,0.300584763193734,1
802,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0044,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0044.jpg,7f601579161e383fab6f4b62ee635d8a4768e8158fbeea110448153dbf5cacf0,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,423,0.04323508522727273,0.0015054390054390055,0.8233578638608328,0.300584763193734,1
803,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0078,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0078.jpg,f1d57d3714f2306d1edf26c433275f90c31e3899a5b295a81b9229a65ff9ea79,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,427,0.02242058367768595,0.001036001036001036,0.7563617502310939,0.300584763193734,1
804,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0085,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0085.jpg,6550bc8fd121837aa1bd97c6dee682f6eed93abe987e09caa57958d74eaf398d,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,438,0.02068536931818182,0.0012221574721574722,0.8720164192727469,0.300584763193734,1
805,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0086,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0086.jpg,f7c8d850a9e63fdda038a58ac4822be8a2a02c5301804666b1b4cbc8b365c71f,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,430,0.01758619576446281,0.0009065009065009065,0.8544450369760025,0.300584763193734,1
806,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0087,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0087.jpg,1d966a6214fde60d22029154cf9bb1b593f70d1cb5f9556710131d2f2f7ba605,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,432,0.018223786157024795,0.0009145946645946646,0.871418678407678,0.300584763193734,1
807,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0092,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0092.jpg,c9ca70bd86a1d951fe17ffd2d682a3594ce87fe0aa7ccab4d37a00133aa4ffea,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,428,0.0264478951446281,0.0011250323750323751,0.7931282065760672,0.300584763193734,1
808,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0099,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0099.jpg,af76cdb743a6517e418a6b0a64936c72bf4a5150547827f9824ba959a5440495,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,435,0.031734245867768594,0.0018858456358456358,0.8304369351616693,0.300584763193734,1
809,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a4_ayy_image0101,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a4_ayy_image0101.jpg,2cbd6f4a3e027ec1b04c185b6f77650cf4ab60a70839fce77522fde0de184763,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,422,0.034712357954545456,0.001303095053095053,0.7828039191396441,0.300584763193734,1
810,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a6_ayy_image0005,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a6_ayy_image0005.jpg,08e2917907f8f4f6280e2256730851a0c26477c85ed0d3af91bf5858195aee72,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,426,0.09883458161157024,0.004054972804972805,0.27945540931969826,0.300584763193734,0
811,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a6_ayy_image0043,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a6_ayy_image0043.jpg,8ecf1eaaca8c617773725ba8e5721e93f30bbfe07c7bcc3c12f262deea7d387a,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,434,0.06848850723140495,0.0018130018130018129,0.32284274865776824,0.300584763193734,1
812,testharddataset/unseen/case43/case_m_20181031103335_0u62368103151535_1_006_001-1_a6_ayy_image0058,SUNSEG_case43,case43,case43,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case43/case_M_20181031103335_0U62368103151535_1_006_001-1_a6_ayy_image0058.jpg,e961dff65538456d44b183122fcc146ab7f7497a7014fb2b06828df3c5212d16,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,429,0.05601917613636364,0.002136752136752137,0.5273743658022663,0.300584763193734,1
813,testharddataset/unseen/case50_1/case_m_20181117100025_0u62363111779624_1_007_003-1_a4_ayy_image0020,SUNSEG_case50,case50,case50_1,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_1/case_M_20181117100025_0U62363111779624_1_007_003-1_a4_ayy_image0020.jpg,725751da4b79511f357e41366188c54ca464e94dc550ebf9e6fb8d01ebbf1eba,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,475,0.13511266787190082,0.0027195027195027195,0.15577448352649642,0.300584763193734,0
814,testharddataset/unseen/case50_1/case_m_20181117100025_0u62363111779624_1_007_003-1_a5_ayy_image0024,SUNSEG_case50,case50,case50_1,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_1/case_M_20181117100025_0U62363111779624_1_007_003-1_a5_ayy_image0024.jpg,04f691bca67b7c7109ff2d1b8a43c6c49013290398101fecbd1d58083e4965d3,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,471,0.013744511880165289,0.0025090650090650087,0.49979561205525597,0.300584763193734,1
815,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0311,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0311.jpg,ecb856b8d3b49408370e3d8e68f362e941ab711651f6d4a102e11ccc67e6a4ad,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,463,0.09615508780991736,0.00292994042994043,0.32184608455756086,0.300584763193734,1
816,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0347,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0347.jpg,c2d5d7fb1ced306c605102ea0d016701c1f9b7d775e372e9c7bbbae2ef4533bf,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,470,0.06338778409090909,0.002938034188034188,0.40008334085522756,0.300584763193734,1
817,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0350,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0350.jpg,6c4b3e6ab882f74f6ca417637b98e7f3d89b49a02cff16bcd61b256607052830,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,469,0.07676104080578512,0.002233877233877234,0.3634409869760848,0.300584763193734,1
818,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0356,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0356.jpg,809ab4fb26aa46cddfd34ef4f1cea428b3cc8489b8a6356528b1bfd98c377f5c,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,477,0.07342781508264463,0.002128658378658379,0.4858955132218793,0.300584763193734,1
819,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0386,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0386.jpg,6fb641e4ca290d0a65f56ecbbcefb3839cadaaa7501193b4d5b16b7b01763f40,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,462,0.09655862603305786,0.002573815073815074,0.4331773360105464,0.300584763193734,1
820,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0397,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0397.jpg,9851e903b07938b59860cc9b1717594b31b5a0601cd1d7dcb81282a4cfe75e3b,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,476,0.09395176911157024,0.002339096089096089,0.4640309565051088,0.300584763193734,1
821,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0407,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0407.jpg,8cc44579244e57ce259f939341d4dd8e9a390da2fceea38f5b57a08e4bf3fcc7,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,474,0.08567923553719008,0.002452408702408702,0.4200312814799149,0.300584763193734,1
822,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0414,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0414.jpg,95527622bb46ac86e2e776103379f59bcd715c4788b9901d933a8f9a0bff8879,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,467,0.09883458161157024,0.0025576275576275577,0.38534708350366464,0.300584763193734,1
823,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0436,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0436.jpg,a69325ecdf527faa06afec3264243816084ec5acf9e3d607946b229824b154c5,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,464,0.11032735020661157,0.0027033152033152036,0.4559787480564616,0.300584763193734,1
824,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0479,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0479.jpg,f47ef99545f26efe60b269259a167a221393f794a1bcb31e80fc40631be384e3,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,473,0.10639688791322315,0.002865190365190365,0.4633199907929994,0.300584763193734,1
825,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0518,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0518.jpg,eb4ed01b8a21dd17fd2095aafbf08eca97fe68bd6359cf9582a51d1a93f83d54,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,478,0.10038416838842976,0.0026385651385651384,0.4635865307108257,0.300584763193734,1
826,testharddataset/unseen/case50_4/case_m_20181117100025_0u62363111779624_1_007_003-1_a8_ayy_image0533,SUNSEG_case50,case50,case50_4,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case50_4/case_M_20181117100025_0U62363111779624_1_007_003-1_a8_ayy_image0533.jpg,53d725ab179f7405ae8e297f2cc09b2b8c9f0501fd659c98a82f7fc90a0685f2,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,465,0.03463972107438017,0.002768065268065268,0.32294791027731556,0.300584763193734,1
827,testharddataset/unseen/case51_10/case_m_20181119111911_0u62363111914011_1_005_001-1_a16_ayy_image0409,SUNSEG_case51,case51,case51_10,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case51_10/case_M_20181119111911_0U62363111914011_1_005_001-1_a16_ayy_image0409.jpg,520fac6e946c786a36ba7185cab8d3b20c82b3ddd0bc4c7c83da88abfdfe7a08,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,482,0.21050974948347106,0.0026021432271432273,0.1671717084951983,0.300584763193734,0
828,testharddataset/unseen/case51_10/case_m_20181119111911_0u62363111914011_1_005_001-1_a19_ayy_image0004,SUNSEG_case51,case51,case51_10,Hard-Unseen,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case51_10/case_M_20181119111911_0U62363111914011_1_005_001-1_a19_ayy_image0004.jpg,5eb0f05bac5145a06eb63eb3497fb8a01483530a72ee2c31f9059806d1030120,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_predictions.npz,488,0.0949686854338843,0.0016996891996891997,0.4081764550617313,0.300584763193734,1
