sample_id,model_family,model_state_id,training_seed,checkpoint_sha256,state_prediction_npz,state_row_index
NeoPolyp::2f514f401ea0bd55b1393e2ef89424de,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,179
NeoPolyp::2f94722af7f63cd771e7606cb09d1fc6,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,180
NeoPolyp::2fa602bb3c7abacdbd7e6afd56ea7bc4,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,181
NeoPolyp::301ff069910ea2abe3c84417fda80194,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,182
NeoPolyp::305af926a6f23c5d6d5f35f66adf95b2,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,183
NeoPolyp::30831caf386f6e366943c17f87cf12b4,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,184
NeoPolyp::309817287a8aef566999467c2a48847a,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,185
NeoPolyp::309d1dff09b8405734fbeedd0f9da760,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,186
NeoPolyp::30ed08f25358edf70899344dae61a5f5,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,187
NeoPolyp::31871f2fd85a04faeeb2b53579739530,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,188
NeoPolyp::32897255ce2dd4ae1b0f124dbc13ca0e,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,189
NeoPolyp::3297c819c908954bb13d3727c7e5e106,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,190
NeoPolyp::33059989805234e222e19769fa2d37d3,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,191
NeoPolyp::33408da4bcab47c3fb256f174ae992b9,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,192
NeoPolyp::337948a41964c1d4f50a5f3601ad4f13,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,193
NeoPolyp::3387fd56c04414eaa922bca73d5379c7,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,194
NeoPolyp::33aa6b8232510939c091a7915c942b2f,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,195
NeoPolyp::33fa12bfcd6da15fc656702fa602bb3c,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,196
NeoPolyp::3408da4bcab47c3fb256f174ae992b91,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,197
NeoPolyp::340aa5f7804c34a359bbb402345d3412,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,198
NeoPolyp::342865f6c240449ad43fe2cd066b9fdb,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,199
NeoPolyp::3492fc6239c86a73f97dd5277dd17ba4,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,200
NeoPolyp::34e222e19769fa2d37d32780fd497e1c,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,201
NeoPolyp::35d76d0bbd4ce2a1405f7d507592b964,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,202
NeoPolyp::35f66adf95b204727fdcfa030228a69b,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,203
NeoPolyp::366943c17f87cf12b41e5e9e5040781d,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,204
NeoPolyp::367f150f68fa7ee0ca748f990aeafa35,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,205
NeoPolyp::36ccf1225024da63fb9a76b92633408d,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,206
NeoPolyp::3725a8bbcc89c96ddca6ee1af35b65bd,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,207
NeoPolyp::3736e216b08d237285e26c90e1797c77,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,208
NeoPolyp::376290081835cf877e004e8bfb905b78,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,209
NeoPolyp::37705c1e555525d4f09ce7270bfec57e,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,210
NeoPolyp::37f538abe9de67869ac66e565c5d4340,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,211
NeoPolyp::38485beb48f0be11d0309d1dff09b840,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,212
NeoPolyp::384eb2ba3adfda6c1899fdc983762900,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,213
NeoPolyp::38713b2aa6ce8d1cf6644589e532a9ee,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,214
NeoPolyp::3881bf04350ffd6984cbcc6d6bf62f21,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,215
NeoPolyp::38a1eecd70ebce6347c491b37c8c2e5a,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,216
NeoPolyp::38aa0ef759a3a33a0565586918cd5eb8,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,217
NeoPolyp::39099848c4425bf33b9b001c13a3d810,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,218
NeoPolyp::393e2ef89424de1556a26c8eba4c1db1,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,219
NeoPolyp::395305af926a6f23c5d6d5f35f66adf9,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,220
NeoPolyp::3983064a3eb4d49033c03b0af70cc0f6,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,221
NeoPolyp::3983ebff13a2da7be59a5529406ac1c9,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,222
NeoPolyp::39a76eaf622c3b3e57249fe9959a8070,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,223
NeoPolyp::39c091a7915c942b2f94722af7f63cd7,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,224
NeoPolyp::39d9a2f94285ef2a23f9dbbb7bb39ba2,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,225
NeoPolyp::3a7b24423d5c7edd718176ef3065837c,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,226
NeoPolyp::3abf3ae2136cd9dd77aef5ef26a77ecc,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,227
NeoPolyp::3ad88e16d4ca6160127cd1d5ff99c267,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,228
NeoPolyp::3b0af70cc0f6d32b726342865f6c2404,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,229
NeoPolyp::3b0e4909384b57bb6a052600f1f93e95,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,230
NeoPolyp::3b28163a745959c03983064a3eb4d490,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,231
NeoPolyp::3b3e57249fe9959a80703003d2cbbcfa,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,232
NeoPolyp::3b51209db6dcdda5cc8a788edaeb6aa4,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,233
NeoPolyp::3b8cac03290f1b976b7a7efc10b1300c,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,234
NeoPolyp::3b97bb11e8e0c4416c1931960ff3574f,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,235
NeoPolyp::3c5d6d5f35f66adf95b204727fdcfa03,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,236
NeoPolyp::3ca0eaf044301ff069910ea2abe3c844,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,237
NeoPolyp::3d46e602b296cc5cfd263f1f90be2879,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,238
NeoPolyp::3d5379c7c851a508273160e13bac7541,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,239
NeoPolyp::3de79be0dba1f3cf29dff2864e2d89df,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,240
NeoPolyp::3e732adb4c5d1580670d78b9d054d694,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,241
NeoPolyp::3ea1dd1faa864b404e18eeb228517f47,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,242
NeoPolyp::3f1f90be28799235026b3550534bca54,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,243
NeoPolyp::3f6a5664c1711b62f15ec83b97bb11e8,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,244
NeoPolyp::3f909df7cd066b37f538abe9de67869a,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,245
NeoPolyp::3fa12bfcd6da15fc656702fa602bb3c7,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,246
NeoPolyp::3fb256f174ae992b915a51625559c7e6,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,247
NeoPolyp::3fb9a76b92633408da4bcab47c3fb256,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,248
NeoPolyp::404b79b6669075945dc8ec8f02000f9b,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,249
NeoPolyp::40676289b3e732adb4c5d1580670d78b,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,250
NeoPolyp::408cc3736e216b08d237285e26c90e17,DeepLabV3-R50,DeepLabV3-R50::20260819,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,F:\MEDSEG_SAFETTA\outputs\Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1\state_predictions\deeplabv3_r50_seed20260819_predictions.npz,251
