sample_id,model_family,model_state_id,training_seed,checkpoint_sha256,source_dice,a1_dice,delta_dice,adaptation_outcome,harm_label,benefit_label,paot_mrz19_harm_probability,paot_mrz19_benefit_probability,paot_raw19_harm_probability,paot_raw19_benefit_probability
NeoPolyp::79be0dba1f3cf29dff2864e2d89df283,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9756765463917526,0.9669961734693877,-0.008680372922364898,NEUTRAL,0,0,0.18679219888935697,0.09609893842889985,0.07026272176605541,0.0785578285954825
NeoPolyp::79d7c7c8d3d96fb2b87fbbcfdfb3ea1d,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.43738245022374994,0.22179164244655428,-0.21559080777719566,HARM,1,0,0.9759633319571761,0.9987444740854957,0.8632493962918112,0.984867398253994
NeoPolyp::7ad649676a1d6240619ebebe9e9c9d00,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8796372629843363,0.0921967550862735,-0.7874405078980629,HARM,1,0,0.9754635252919657,0.8270403623674963,0.7762058533762908,0.884426892048348
NeoPolyp::7ae8395e56a6d9ba9d45c3dbc695325d,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.6521933085501859,0.2453160387070208,-0.4068772698431651,HARM,1,0,0.9322272045951909,0.8988486968499306,0.7284431529776882,0.8058292473705095
NeoPolyp::7b34db8907f74aefafdacfbed351db40,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.0,0.1710912417578624,0.1710912417578624,BENEFIT,0,1,0.7391036905484701,0.31968598105567775,0.6424338426582822,0.9307784237032596
NeoPolyp::7b4193425b976973f13dd311a65d2b46,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8842105263157894,0.17916909499625344,-0.705041431319536,HARM,1,0,0.7010053627314017,0.5543662982457642,0.4722012519536076,0.6721683464261227
NeoPolyp::7b8bcf15050fb9af0ef92846b60b1a38,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.902557014512785,0.24174208664492122,-0.6608149278678638,HARM,1,0,0.8187376895375108,0.4335479317324836,0.4480253796137671,0.5004083604787436
NeoPolyp::7c2a48847ae8395e56a6d9ba9d45c3db,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8136526946107785,0.2719231538923354,-0.541729540718443,HARM,1,0,0.7439792486329053,0.35121818881427036,0.37769080550005063,0.3086041001687328
NeoPolyp::7c38c5d07e6080779715c88d81a4106d,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9192777482740307,0.25889239081494825,-0.6603853574590826,HARM,1,0,0.6423976383163724,0.6937456372184198,0.4805485227061722,0.7321083570807262
NeoPolyp::7c8743c61a01e80947f9c02314fc58bd,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9864364981504316,0.9788648632163226,-0.007571634934108951,NEUTRAL,0,0,0.15756839388750393,0.03425543996469214,0.0051840499958358145,0.008813820287777817
NeoPolyp::7d4c9ac32dd04cf2a6a01668d0ceca24,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.7683168316831683,0.10024160797820388,-0.6680752237049644,HARM,1,0,0.8727040819756936,0.6983079775801053,0.7271849915737124,0.8804676657420688
NeoPolyp::7d507592b964b7955a1d7a36ccf12250,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9713220376158359,0.9728635518109202,0.0015415141950843037,NEUTRAL,0,0,0.15624160128815676,0.04153774158311437,0.028107801728842165,0.028099874350414833
NeoPolyp::7dd17ba487d4878a9bf8a6f4d4987ea3,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9412151067323481,0.2751373450875176,-0.6660777616448306,HARM,1,0,0.6083268540182996,0.14000339969550468,0.17606376862163406,0.1761182056759338
NeoPolyp::7dd5277dd17ba487d4878a9bf8a6f4d4,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9138638228055783,0.06678340679910634,-0.847080416006472,HARM,1,0,0.6166237809765265,0.7599147644481341,0.49934705446058786,0.8965835263350058
NeoPolyp::7e4314fe384eb2ba3adfda6c1899fdc9,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.1268795646570242,0.5388856645385954,0.4120060998815712,BENEFIT,0,1,0.9495169925156699,0.9973108985982692,0.8813434990771993,0.9912341368981562
NeoPolyp::7e6080779715c88d81a4106de1bdb8f4,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.0,0.14877852828279822,0.14877852828279822,BENEFIT,0,1,0.9317782429375923,0.14637379635796194,0.7863791931329212,0.9380434045778894
NeoPolyp::7e6afd56ea7bc4ba26c86b345408cc37,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.988476471501786,0.9861041874376869,-0.0023722840640990617,NEUTRAL,0,0,0.15263656567116768,0.04402194082288626,0.007583302383601608,0.011034628346742854
NeoPolyp::7f23de79be0dba1f3cf29dff2864e2d8,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.6380742339636807,0.642538658571293,0.004464424607612316,NEUTRAL,0,0,0.239669311949084,0.20593165131676772,0.05070217398660575,0.07542644806470325
NeoPolyp::7f538abe9de67869ac66e565c5d4340a,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9813627254509018,0.9687836383207751,-0.012579087130126676,NEUTRAL,0,0,0.30735119620575657,0.15858761436656305,0.10923201845380429,0.18787950501695352
NeoPolyp::7f720eff82f514f401ea0bd55b1393e2,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.0,0.0,0.0,NEUTRAL,0,0,0.7706447869252023,0.5316451699650652,0.42966174140668867,0.6052273875323654
NeoPolyp::7f8a4df1ec859759b7c8743c61a01e80,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9813394208053513,0.9800931808555696,-0.00124623994978168,NEUTRAL,0,0,0.1532536523261219,0.03190378141117878,0.005911210805896373,0.004661685034402809
NeoPolyp::7f9b9d49e2f4ee17979870116d06046f,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.0,0.0,0.0,NEUTRAL,0,0,0.9699009657981862,0.9688234689104259,0.9078271254194605,0.9948898345661443
NeoPolyp::7fdcfa030228a69b99df08854bf95127,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9796593554711432,0.9859109311740891,0.006251575702945877,NEUTRAL,0,0,0.1855057682936196,0.021062155958141274,0.0030742061975670043,0.001954719661695326
NeoPolyp::7ffa651b4774229fe1bce59ddf92e769,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9295023245179483,0.9405272838749233,0.011024959356975006,NEUTRAL,0,0,0.14797290497947466,0.07270587180085632,0.04531219830152676,0.13231811600238685
NeoPolyp::800c683ca4074c2f49c6f0fca6a4248a,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.0,0.048877922688285745,0.048877922688285745,BENEFIT,0,1,0.644440472393221,0.26719938393764925,0.6430104149126515,0.9193940292148867
NeoPolyp::802cf912d7aa982e29fb841ad9698b3c,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9116925592804579,0.16085131026494862,-0.7508412490155093,HARM,1,0,0.7821037278600704,0.5736186382368454,0.45683371079134055,0.7194578015766137
NeoPolyp::80703003d2cbbcfa4baf386626995935,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9122807017543859,0.22876179900055524,-0.6835189027538306,HARM,1,0,0.9685228145061693,0.596669396273152,0.6642090012190434,0.7037489671017635
NeoPolyp::80779715c88d81a4106de1bdb8f4c31c,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9336343115124154,0.23641823641823642,-0.6972160750941789,HARM,1,0,0.586733792097965,0.5758710883394821,0.4626599991993321,0.6310945508045552
NeoPolyp::80cab5509b367b7048eb17aeed141edb,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9087968952134541,0.8514432522291069,-0.0573536429843472,HARM,1,0,0.38204222897998724,0.27732750089111524,0.17947176536270326,0.3810869022324929
NeoPolyp::81e095fdc7f720eff82f514f401ea0bd,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9038691663342641,0.1021910839394886,-0.8016780823947754,HARM,1,0,0.6782561228107242,0.737797080838341,0.5643570801938937,0.7807450054017363
NeoPolyp::81fe4727080cae6daedd989517cb8041,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8395570435230492,0.16692698164779382,-0.6726300618752553,HARM,1,0,0.8758890107297302,0.877956814813624,0.7207285004991907,0.8722986287516622
NeoPolyp::8232510939c091a7915c942b2f94722a,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.881909203127143,0.8833036570332831,0.001394453906140014,NEUTRAL,0,0,0.3208578295887217,0.284036720208948,0.1358612823014187,0.16091462641145016
NeoPolyp::833aa6b8232510939c091a7915c942b2,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9249504389691305,0.18427630084071803,-0.7406741381284125,HARM,1,0,0.6901071465480647,0.5709067642723097,0.49435679892720785,0.730720899829421
NeoPolyp::835c525af63a987f428c953248704ccd,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8787425149700598,0.1545753785385122,-0.7241671364315476,HARM,1,0,0.719842810979662,0.5319642831237347,0.5068022862986867,0.6048171548659533
NeoPolyp::835cf877e004e8bfb905b78a91391adc,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9894555927164623,0.9820552362259919,-0.007400356490470439,NEUTRAL,0,0,0.3120220287883973,0.09545972164270301,0.011900516781039394,0.011989768774260333
NeoPolyp::8379499640676289b3e732adb4c5d158,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9286880783886772,0.2684626103111937,-0.6602254680774835,HARM,1,0,0.45073232800629986,0.4207564208717834,0.2816067811378138,0.48533291680234525
NeoPolyp::837f2a0f1536ad3f6a5664c1711b62f1,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9665851670741646,0.8758849877185377,-0.09070017935562691,HARM,1,0,0.676697655862565,0.4047514579824325,0.28409094277129215,0.5578243719218848
NeoPolyp::839a76eaf622c3b3e57249fe9959a807,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9745062836624776,0.973136495643756,-0.0013697880187215628,NEUTRAL,0,0,0.2348793304488568,0.16004751231763,0.11478151817706429,0.0880728821083838
NeoPolyp::83d1d25aa396694c7a8607b26231002e,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8543195934500283,0.8494578815679733,-0.004861711882054975,NEUTRAL,0,0,0.42624415418749306,0.4183857612043993,0.20011987123283226,0.22108518244027875
NeoPolyp::83ecd59f911f025ba0e3b6d0bf0b5633,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.0,0.25271739130434784,0.25271739130434784,BENEFIT,0,1,0.275197596469251,0.4231399611986079,0.44355549358476265,0.9257236461357944
NeoPolyp::841d318d1f625619d9ae2a9833aa6b82,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9238974358974359,0.18066066066066067,-0.7432367752367752,HARM,1,0,0.753734024672158,0.7272560127174963,0.5664789150494688,0.7338135857194219
NeoPolyp::8489f25621ee6b2905cb608d298528ce,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8993985784581738,0.14624319574814623,-0.7531553827100276,HARM,1,0,0.6530720554439435,0.7594131699320614,0.4600787669178717,0.8225935220750463
NeoPolyp::8490fd7df8e26031fbb5e52c41545ba5,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.779585469133051,0.4237945113442555,-0.35579095778879555,HARM,1,0,0.9777865369800944,0.9775213689462746,0.8907756896060212,0.9600507458765002
NeoPolyp::84b5dec33fd6aab9f0df70e20bccce75,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9566797940018177,0.9289601833285591,-0.027719610673258566,HARM,1,0,0.3392237210379627,0.2016138526041128,0.1791528004191087,0.33481217187698015
NeoPolyp::84eb2ba3adfda6c1899fdc9837629008,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9726703984194929,0.4326719321903294,-0.5399984662291635,HARM,1,0,0.4956348944154713,0.1342177022409472,0.12665147199861285,0.19654084176451136
NeoPolyp::852ba517fa9498f7b9d151055ea9b16b,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9422216284817313,0.8160734787600459,-0.12614814972168542,HARM,1,0,0.7027802628380014,0.6003183952943182,0.14224453473809817,0.17847045719235427
NeoPolyp::865f6c240449ad43fe2cd066b9fdbc3b,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9631793373818126,0.9545421272234829,-0.008637210158329744,NEUTRAL,0,0,0.2810962370020804,0.24220379013156665,0.1419356903322616,0.16040422674967514
NeoPolyp::866269959350e7998934d417cb2eb1ef,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9500621632822213,0.5898116702686014,-0.3602504930136199,HARM,1,0,0.732880449348632,0.7765847534098643,0.5190438427187491,0.627840368272865
NeoPolyp::8683543f0dc6b7268821d173263d7be7,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9509841029523088,0.970954356846473,0.01997025389416418,NEUTRAL,0,0,0.24420681053994897,0.15466715032731948,0.11099858961581274,0.18135877695637834
NeoPolyp::86a73f97dd5277dd17ba487d4878a9bf,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9586309523809524,0.8990518683770218,-0.05957908400393064,HARM,1,0,0.9780092434909212,0.6087994371770913,0.7380881362680198,0.6293241944698856
NeoPolyp::86f6e366943c17f87cf12b41e5e9e504,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9282598158022297,0.8257089629476299,-0.10255085285459986,HARM,1,0,0.7327227304213256,0.5194093904778734,0.3976377492758712,0.499425367420744
NeoPolyp::871ca68e0d4bcbe0f5192e72f65ddfd1,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8393984404010397,0.9206404455273234,0.08124200512628366,BENEFIT,0,1,0.48075789929262525,0.551288839163278,0.312267539802049,0.48495190808661254
NeoPolyp::874c68c030b9afea6923881bf04350ff,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.1637821865766146,0.1140479399871066,-0.04973424658950801,HARM,1,0,0.8285792989214127,0.9730690590952088,0.5982725749593387,0.8326603765496218
NeoPolyp::877e004e8bfb905b78a91391adc0bb22,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9815501905972046,0.9831996367489027,0.0016494461516980419,NEUTRAL,0,0,0.171996833631628,0.04022938954305985,0.025424939075001277,0.021627155432228408
NeoPolyp::87cf12b41e5e9e5040781d54ffd6a8ee,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.5184243964421855,0.13856755063687617,-0.3798568458053093,HARM,1,0,0.9940524377222736,0.9684995564263023,0.951414387805566,0.9906171223978693
NeoPolyp::87d4878a9bf8a6f4d4987ea3b4bae567,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.5572139303482587,0.06896873541763883,-0.4882451949306199,HARM,1,0,0.9462984361474274,0.9420738302956626,0.7934906320675463,0.9308462679453543
NeoPolyp::87ffdc8d09d1185e04f4999a2e79fbc2,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.6504424778761062,0.16280356593913312,-0.48763891193697306,HARM,1,0,0.770819864024739,0.8205971630294157,0.5625511187250357,0.7842202850966439
NeoPolyp::8841d318d1f625619d9ae2a9833aa6b8,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.0,0.13961892247043364,0.13961892247043364,BENEFIT,0,1,0.43479283896515897,0.2893624041854407,0.5512656957124458,0.9252863211262642
NeoPolyp::8846f67b5df7cdf3f33c3ca4d5060a63,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.885698303188514,0.625615763546798,-0.2600825396417159,HARM,1,0,0.8280019562470964,0.9349344145700399,0.5348190086436689,0.8086112377267712
NeoPolyp::886d1697f8af9b550c1bce23b1fdd80a,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8588537211291702,0.0,-0.8588537211291702,HARM,1,0,0.5413171752688541,0.6903225625357833,0.5446351028120824,0.8896777105544197
NeoPolyp::88aa03c2820362736055807907941a84,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9446268330050339,0.15985499115273402,-0.7847718418522999,HARM,1,0,0.5131783373926988,0.6150950664742558,0.3807559008056591,0.67202324019063
NeoPolyp::893a23c466c16952b6692e6be5e8f14e,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.964628681177977,0.9707849068619646,0.0061562256839876595,NEUTRAL,0,0,0.23690888059474513,0.11529948366212833,0.04430736605900354,0.053195565885464785
NeoPolyp::89805234e222e19769fa2d37d32780fd,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.7830927835051547,0.15977801706286757,-0.6233147664422871,HARM,1,0,0.8679007048991885,0.9791499180202071,0.7641177991721375,0.9411725020085075
NeoPolyp::89df283ecd59f911f025ba0e3b6d0bf0,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9507819245898493,0.92977141283393,-0.02101051175591928,HARM,1,0,0.224756142966205,0.14980113106243395,0.09146434186120332,0.15076448683354057
NeoPolyp::8a1eecd70ebce6347c491b37c8c2e5a6,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9872783497083807,0.986104605776737,-0.0011737439316437115,NEUTRAL,0,0,0.15038403529824737,0.04245066006934677,0.006535488613251709,0.01430833645116404
NeoPolyp::8a2710d568df17586ad8f3297c819c90,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.6984332793084819,0.643560744253922,-0.05487253505455991,HARM,1,0,0.5636640107050965,0.6418015120395577,0.2533132990631896,0.4773292092440859
NeoPolyp::8a9bf8a6f4d4987ea3b4bae5672a2301,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9278728606356969,0.17744154057771663,-0.7504313200579802,HARM,1,0,0.7993595279387049,0.42715298418452746,0.3422805350561762,0.7413507710678544
NeoPolyp::8aef566999467c2a48847ae8395e56a6,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9807876428161103,0.9720670391061452,-0.00872060370996508,NEUTRAL,0,0,0.1781760914703142,0.05567083144815957,0.0270407723981514,0.04863357333967653
NeoPolyp::8b2be8379499640676289b3e732adb4c,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9833644774622852,0.9814156873462695,-0.001948790116015675,NEUTRAL,0,0,0.13721365652451512,0.0246725762967063,0.020015585395989008,0.012111308124196704
NeoPolyp::8c41743c6c08a1d1ad8f2c5f72724e00,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.0,0.7371583057975368,0.7371583057975368,BENEFIT,0,1,0.30883552739716374,0.3154589127105475,0.49724954494931195,0.9309333314767588
NeoPolyp::8c5f54ffaa27a623511c38948af83d1d,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.7649635036496351,0.11343672052922676,-0.6515267831204083,HARM,1,0,0.8110028242512578,0.8002826666204143,0.7364882114101339,0.9604895024935873
NeoPolyp::8c9431f046f281796061a924f2cc01dd,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9675811536167674,0.9689602960969045,0.001379142480137041,NEUTRAL,0,0,0.19447615364208093,0.03852297198843616,0.0077446137133778785,0.003546239096137617
NeoPolyp::8ca0adabead1ae730831caf386f6e366,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9359449444150344,0.13420010461032653,-0.8017448398047079,HARM,1,0,0.7646985441360379,0.6346548895684163,0.6015819069167861,0.7892815441192286
NeoPolyp::8ca745212295dd542315b4c10e2b0e33,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9453860640301318,0.11126810314376545,-0.8341179608863664,HARM,1,0,0.7155735649359192,0.6436010212569897,0.5351201254663418,0.763689885940834
NeoPolyp::8cb49a3c530b99ec16e8b659fdc988a3,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9816518640642451,0.9789155026820331,-0.0027363613822120048,NEUTRAL,0,0,0.16892946559412164,0.04326682282232498,0.028209306895504545,0.02548083644118506
NeoPolyp::8d3b6c0ed754f28ca745212295dd5423,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9813943691637997,0.9769640952719516,-0.0044302738918481355,NEUTRAL,0,0,0.1596928410514832,0.06683071337740241,0.010150493399687297,0.03182778456938321
NeoPolyp::8d3d96fb2b87fbbcfdfb3ea1dd1faa86,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.548772306453777,0.14486180014174344,-0.4039105063120335,HARM,1,0,0.9951534339179686,0.9980021501629808,0.9509499554897177,0.9973315673732246
NeoPolyp::8da4bcab47c3fb256f174ae992b915a5,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.8698931489629164,0.10299074804561428,-0.7669024009173021,HARM,1,0,0.8144184920054751,0.8579032851614902,0.6884172859777056,0.9102130300227109
NeoPolyp::8df9da738683543f0dc6b7268821d173,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9647058823529412,0.9630571705426356,-0.0016487118103055698,NEUTRAL,0,0,0.38295460340233883,0.39366640436693573,0.1788748761727727,0.247047170317975
NeoPolyp::8e5ad89d2844837f2a0f1536ad3f6a56,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.901091738634512,0.23467248908296942,-0.6664192495515425,HARM,1,0,0.94598678274094,0.4605891734794952,0.7179457806307943,0.6784135481359548
NeoPolyp::8ee924dbd70f618d52893a23c466c169,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.6927256792287467,0.9190580965310613,0.22633241730231457,BENEFIT,0,1,0.9837678463262504,0.9994448135877948,0.9366555450437027,0.9983585027180502
NeoPolyp::8f02000f9b6c911c4aa179344271fa54,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.7536367902393243,0.20012187690432662,-0.5535149133349977,HARM,1,0,0.7428120072978024,0.7571907904104419,0.5594548389454468,0.676545367836734
NeoPolyp::8f2c5f72724e00d827b8bcf15050fb9a,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9368595041322314,0.3094029317125492,-0.6274565724196822,HARM,1,0,0.6911227458630568,0.32317103279183346,0.3057599869017765,0.3052268984928197
NeoPolyp::90be28799235026b3550534bca540e24,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.877775067089534,0.8611587982832618,-0.016616268806272205,NEUTRAL,0,0,0.6556128329206937,0.7901111464151915,0.39182187042621214,0.6593611544836927
NeoPolyp::910ea2abe3c84417fda8019410b1fcf0,PraNet,PraNet::20260818,20260818,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,0.9566560654248069,0.9556856918101565,-0.000970373614650355,NEUTRAL,0,0,0.1927832955043077,0.10622789237503791,0.060365405321548056,0.1457533878951194
