relpath,size_bytes,syntax_ok,sha256
code\Q1_R14A_source_training_dataset_identity_audit_fix1.py,12076,True,f79c03644d04110812a3777c63945214d8bc8f27faea8fc49f344e19b2df7509
code\Q1_R14B1_sunseg_dual_archive_asset_inventory_fix1.py,10664,True,aabdf792d6689500af009cf4adbcbce8af19ab2cde73b8ad3b3b13fb6d5ebe52
code\Q1_R14B2_sunseg_deep_schema_pairing_identity_audit_fix1.py,11561,True,4ff76e40ce2a828aa7eb839975e4162dc027a4369d249d968815cd37efd63010
code\Q1_R14B2_sunseg_deep_schema_pairing_identity_audit_fix2.py,19559,True,be68bc53892e17346d685b3c1a28613a34d3c3e128aa6cccee207b9e956ae3c6
code\Q1_R14B3_sunseg_unseen_case_balanced_candidate_lock_fix1.py,14778,True,d0968d5e45f9bc62b55a559775cd12f9c3427d2c4013292abad80759f734e315
code\Q1_R14B4A_reference_asset_schema_path_preflight_fix1.py,11053,True,657929176f83893353f3ab5f2cc0d91f696b281cb24f237d602548a3f0170527
code\Q1_R14B4B1_neopolyp_pixel_hash_recipe_audit_fix1.py,12322,True,979adb08f4540f0ae266c587354be85a8f9870353f2e73addec81ca39030a72a
code\Q1_R14B4B2_neopolyp_historical_hash_code_lineage_audit_fix1.py,12155,True,ac718f61910a0f8452676b4f84f001169c2ce2abdb8ba6de00253807ac9d0650
code\Q1_R14B4B3_neopolyp_exact_historical_hash_recipe_verification_fix1.py,10222,True,c1fb34c48ce9e70daa090f45ae9437cb265b59b9625fe6e18774606a87d3b40c
code\Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix1.py,31727,True,0cd2f4f18eef4c4309bd0aab142ddb14b32e19450568ed06b6199ad304bb29a8
code\Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix2.py,41273,True,fff36f06279c809e30845907cf94439286ddf35bba8a729c07a693495b579ba0
code\Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3.py,42007,True,5bb4cf32e9014135a422ec915d4cb6f5589669d49141d99febeb21bb0d8dd61f
code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix1.py,14674,True,9d1b36c19aedb5ac9f8aba5b285fff4fe271e26f47bf842397c331a28a517254
code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix2.py,15448,True,d7f40cf62f74132775b607aeb3f4dcf6f6c49ba5d771fc9e229ec4aec02df54d
code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix3.py,21037,True,1acb8c3c9ac6a72d69259dc3096358579aa24c8fcb356561fa1d95732f72aaba
code\Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix4.py,21101,True,964a115b86a4e2fc98ab3bf2417468fe60ccda58e4e8e823c719116963123ca4
code\Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix1.py,38486,True,e23a1c9adda092be01972b0c342f481a2e5b364ee91773b081aeb2fe94ddc722
code\Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2.py,40791,True,f6c2ba3401d6de7082085521504a86d505544d965882389e356f07dd8c870f78
code\Q1_R14C1A_sunseg_prediction_lineage_canonicalization_fix1.py,23461,True,bc2e21e4a69e82612250d94972242422903d5dac0dacea906f0dfbc73f05095c
code\Q1_R14C2A_frozen_safety_estimator_lineage_schema_preflight_fix1.py,19737,True,7cd648c10f1f1e3d948109083460a36be902402707a0af2a7dc3a213705d421c
code\Q1_R14C2A_frozen_safety_estimator_lineage_schema_preflight_fix2.py,22612,True,ce4ce3c0b5d750b4c809ecca83d5b91330918dbddf4110a9c61bb18dddd75db9
code\Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1.py,47124,True,b506707141ce2e4f17297dbe7a3ffcdbea728fabcbc9d0297755a1d508e27c9a
code\Q1_R14C3A_sunseg_gt_reveal_outcome_lineage_preflight_fix1.py,17902,True,7de7fce81ec84e01159224d526976b19db3f69b3e132c3139f20094c2a321e2f
code\Q1_R14C3B_sunseg_gt_reveal_dual_action_frozen_score_evaluation_fix1.py,59365,True,971a3a85d77a20584004401e119999f9cd53933ef3e2a2a3f02485b7d6c5a4bb
code\Q1_R14C3C_sunseg_confirmatory_result_audit_and_claim_freeze_fix1.py,19987,True,c5ef7baa18daaa43ce4b54cba567b08e982f37af3043e59cbba1a93a80b7d8de
code\Q1_R15A0_prediction_conditioned_core_ablation_LOMO_fix1.py,33552,True,99f65cdc3dda136afeeb544559e52b5ac44f4733a7d44a6e6ab6e1951da4fa05
code\Q1_R15A1_core_ablation_case_clustered_paired_bootstrap_fix1.py,34005,True,d44da1898a10156422b28531d1b4b7183caa163710a74934c4b5fb636ad784d1
code\Q1_R15A1_core_ablation_case_clustered_paired_bootstrap_fix2.py,34346,True,8f978ac298bb0faf91dc939b194caa5aef34b93a6f45bd93f0860e5ab6300442
code\Q1_R15B0_selective_adaptation_external_utility_preflight_fix1.py,16341,True,98c1ff9d4d82a8d9ec99432bc0cc2fea5906a0dfa582e29f7d21b4daf6ad482b
code\Q1_R15B1_selective_adaptation_risk_coverage_utility_fix1.py,41274,True,ff0f5f4408365f24648b2ad590418a2f45f40c742ef11b484e27d763c154374c
code\Q1_R15C1_continuous_risk_delta_dice_external_analysis_fix1.py,27461,True,6754a66cc7370177aca1061c981278309a5e3b200ff612c6095e443df2c2e390
code\Q1_R15D0_runtime_computational_overhead_preflight_fix1.py,16410,True,f68f3083ba92cba09697a22bb7dcb7f9960fdfa8c1f2bffdf81e03b7c30882af
code\Q1_R15D0_runtime_computational_overhead_preflight_fix2.py,18373,True,a74f9555890fda4ddae94326d5db1f72de305b69797c96800ede838ef1ef4d42
code\Q1_R15D1_runtime_computational_overhead_benchmark_fix1.py,37734,True,c33412ea1f806609e579e27a16ab41ee695c3b987cbd9f18dcd245decfe3dc00
code\Q1_R15E0_final_experiment_evidence_synthesis_fix1.py,16935,True,d34f9b870f9bbaf36d4184718237b876a9dc14ed3454a17790ae316eda400d71
code\Q1_R15E0_final_experiment_evidence_synthesis_fix2.py,17852,True,0958f97b1023dfe50e92a5d349e3885bb9242faf3e0bb3b870f758bf4ad6477b
code\Q1_S00A_iae_pre_adaptation_gradient_probe_v1.py,65130,True,6da25411d6930707995309bfc5341de3531df99ecead73eba5b6d9f9e4eb0118
code\Q1_S00A_iae_pre_adaptation_gradient_probe_v1_fix2.py,65297,True,989de32c43b47b7d98ae1ccd67450da01e39f5ede000636cdeea0993adac6d76
code\Q1_S01_pre_adaptation_susceptibility_mechanism_audit_v1.py,60735,True,d8970106dba56b106545226f5a4f404a146b0c476a70096802de8ed8908e9385
code\Q1_S01_pre_adaptation_susceptibility_mechanism_audit_v1_fix1.py,60819,True,5c6b7c20657bc763a212788b9f5422159059c06ea4d759542f2003d72f2870ec
code\Q1_S01_pre_adaptation_susceptibility_mechanism_audit_v1_fix2.py,61182,True,ac2be688ff93ae3ec01ac13bec1aad10636ad3ee21b72c767521c0c39c16575d
code\Q1_S02A_model_case_interaction_mechanism_audit_v1.py,62831,True,cc93fe230959d06b128cf2a2fd505d607ec2282e9bc8d0f5226ba68f09a7a000
code\Q1_S02C_checkpoint_adaptation_regime_audit_v1.py,61908,True,f9061c158d5dd10affafc2ea6046f5c2a7176320e597f702a0e7973a38975081
code\Q1_S03A_prospective_segmentation_quality_proxy_v1.py,58592,True,6c70966613c2bc6573de00b1eb9caa32c292ecdc1ff0a1bc1eba18ffdfe0ba2c
code\Q1_SAFETTA_final_method_impl_audit_v1.py,14817,True,e0a82fd64977fdd2f177407b9a87cbcd41db155b6b01fc533ad4f877e49f2415
code\Q1_SAFETTA_harm_margin_sensitivity_v1.py,5700,True,37226877f7879554379c5a362ab1042313c738d18624cd424faa45b836ffcbeb
code\Q1_SAFETTA_repro_chain_resolver_v2.py,24517,True,ce4a03e3daa524040579b8a6fdf384ea49bae646eefb284381cdb8ed25e2d6d8
code\Q1_SAFETTA_repro_inventory_v1.py,8673,True,5c85b8b8a66701d8765fdd2e82bb6b37c82ac1370304a91f87b584b63765bd03
code\Q1X_CM0_prostate_mri_data_acquisition_integrity_audit_fix1.py,11515,True,7f98554b3360b3c4c2b514d796158c657f353d80ad4fb8b56b6ae35910b7addd
code\Q1X_CM1_prostate_mri_schema_and_source_label_audit_fix1.py,16748,True,9474fdb4689496fe95cf6078987473da890b1e33ca27b1f80ddc0cdb12d2a73b
code\Q1X_CM1_prostate_mri_schema_and_source_label_audit_fix2.py,21268,True,49c6c986cf948b0b3d083acee9abd4e330b1407978ce8273f15ac4d3f960b220
code\Q1X_CM1_prostate_mri_schema_and_source_label_audit_fix3.py,23270,True,049f4d0dc79366e363e5f4861c0594956fe94cb5855f5c8a48e1ca46bccb4a6b
code\Q1X_CM2A_prostate158_official_manifest_t2_resolver_and_slice_preflight_fix2.py,18796,True,665324a55bc94044f427d19d81369991cfc699344db6e4b79e0082683f5a4563
code\Q1X_CM2A_prostate158_official_manifest_t2_resolver_and_slice_preflight_fix3.py,19263,True,1a96215e6021dd31728955bd3fb7b4ddaf32713c35d2ac3e4e630070ff9f00de
code\Q1X_CM2A_prostate158_t2_geometry_resolver_and_slice_preflight_fix1.py,18174,True,4226114a8c06e1000c9c328a27d973c410f1bae9bd2c0b08d8f9de7af0408828
code\Q1X_CM2B_prostate_mri_preprocessing_and_model_protocol_lock_fix1.py,19384,True,5722909525505d6185852552adaa320b1c2df29480c058de8db79d3326b47650
code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix1.py,45554,True,6c21b5676a450159b88c901d81aa2f92569c5766e403e20e5f3ac5b6abd8dcdf
code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix2.py,48642,True,be89c9edac9ef0441696646bc1fb361ad87b4d7d50d4ce14f8b49e617a95a424
code\Q1X_CM3_source_oof_segmentation_training_and_prediction_lock_fix3.py,54635,True,443e371c1a71173cc9fd3eaa4876cb8721a00497836e06d902b50da12cb9f57a
code\Q1X_CM4A_source_oof_exact_batch_replay_audit_fix3.py,17409,True,5dd4187b5cb16ed03b5004c360b018e1c37bce37624e8b01ee98322049fab4a7
code\Q1X_CM4A_source_oof_replay_numerical_boundary_audit_fix2.py,16099,True,cc2f2ecfa38c5fb5050c37cfe24337ea3b018d2834d9c959cd73ebbc5fa1b068
code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix1.py,40414,True,6cad8ec9695400a2c469ab073327f15a9c31b27a51efdebd72f13dce9486cdd6
code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix4 (1).py,40595,True,cd4af7a78fcfc72ff4a12df43578757f095d6a0cb3a6445c8b6c25e50e6ca6c0
code\Q1X_CM4A_source_oof_tent1_outcome_asset_lock_fix4.py,40595,True,cd4af7a78fcfc72ff4a12df43578757f095d6a0cb3a6445c8b6c25e50e6ca6c0
code\Q1X_CM4B_mri_source_prediction_conditioned_safety_grouped_oof_fix1.py,37901,True,0b894a2db0d58dda6fa9fe26bf0b1482a3da89d25918405e45e39346d132cc40
code\Q1X_CM4C_final_source_safety_estimator_and_threshold_lock_fix1.py,18334,True,ca3bf1276aee867d9423d28dd82c83e48f255b542cb08b52c88a58a82e1b2a3e
code\Q1X_CM4C_final_source_safety_estimator_and_threshold_lock_fix2.py,24790,True,dd5b410f612b81bcbdc6ac2fbfe8bc4b22a21a049beeac80a2fb589d474a58bc
code\Q1X_CM4D_final_all_source_segmentation_models_lock_fix1.py,24372,True,8a54f9a2f437eecaccf0992e24eedf0c900121a7d312b159b977457e05f53565
code\Q1X_CM4D_final_all_source_segmentation_models_lock_fix2.py,31198,True,a0ede8bc703e925059708217d72c81ed87792d4f11485f2bb7aedd89287ae175
code\Q1X_CM5A_promise12_gt_free_prediction_tent1_safety_scoring_lock_fix1.py,52451,True,e7373152880068157b88cba31f091258932c9366e53313476692ab81c5c50f3b
code\Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix1.py,38654,True,033c8629524edb4c7542a02fe8a9081ca58b3d3805bc281be85de84f2db0dd28
code\Q1X_CM5B_unlabeled_support_aware_operating_point_transport_lock_fix2.py,41657,True,3ef0aa921a69fa2db877ac39369bed676edbb52e5c18f99a2d123870eeb3a908
code\Q1X_CM6_promise12_gt_reveal_locked_policy_evaluation_fix1.py,40740,True,68208034e3f9ff5937bf44973f7882d0d2820073d9188e0cc07637f1963d24b0
code\Q1X_CM7A_promise12_external_ranking_baseline_audit_fix1.py,42961,True,3a9ec0d5bd996ef141a250ebc42c223942f6c11742ec25adf46f8f058b0b06b7
code\Q1X_CM7A_promise12_external_ranking_baseline_audit_fix2.py,44249,True,f910252691d78236de89114e5d630d0d8296be392d135169c186e90f72ef2ba3
code\Q1X_CM7B_promise12_matched_coverage_utility_audit_fix1.py,23467,True,2ff2e110a0ee62c4f7d142c4deba202259fc25e0be69f096c5d599f59403aba4
code\S00_A0_polyp_archive_inventory_v1.py,12897,True,ad08ee31cbf0aefa0f99df393b0e5ae16229e55aa1ba5ed96ef69bac6c1dc543
code\S00_A1_exact_dataset_extract_and_integrity_v1.py,24198,True,722a0a3137f13d2f06928792c96097ce8e417119f602c4b4e4100445428b01c6
code\S00_A1_exact_dataset_extract_and_integrity_v1_fix1.py,26526,True,8a8ece2adff9a738e1995d4fabc9a8b86f5dca4989ddea1b460bdb02705f455a
code\S00_A1_exact_dataset_extract_and_integrity_v1_fix2.py,28975,True,25850021dabde5a53a416a68829980611f05c3d4b8283a1e0e2400bd2caeddb6
code\S01_A_freeze_source_train_val_split_v1.py,15201,True,95c361918a82b36977b26eae09547e006f94050feb3513226045be93c26935b6
code\S01_B_train_pranet_source_only_frozen_seeds_v1.py,44549,True,2b2c9c1b75ff60bd087b403e43dc77468b31cbd54fb607481cc80ab47182b67a
code\S01_B_train_pranet_source_only_seed20260817_v1_fix1.py,43770,True,58927c16afe47442d0c2af42d231de2e354c072d524e9db6e80a87fb849b1f87
code\S01_C_lock_and_evaluate_source_only_frozen_seeds_v1.py,27568,True,7f9cd5cdba29ce2dfc91965ca84999284514ae7d4162debe5f2f78d0cb948f05
code\S01_C_lock_and_evaluate_source_only_frozen_seeds_v1_fix1.py,28309,True,a628e5b7afc54986b488a31ec1bd51f2a105337087db1bb1cd1624761f25d891
code\S01_D1_tta_feasibility_locked_evaluation_v1.py,59249,True,0ecdd6155a6d2687adb3fb7e73c7b10a06b1ee60af0fd7508a074d98662641a4
code\S02_B_unlabeled_harm_signal_feasibility_v1.py,26661,True,1d2628349e910cf0423a7ce92c08db75ad14f35daacc170c3dcf6148b15e5770
code\S03_B_build_source_side_safettta_gate_v1.py,30521,True,07ac65247216dea376e8996cbfbc98c54c62157ecdd1e9b7d9b539b5a74a2b5c
code\S03_C_apply_locked_safettta_gate_v1.py,26369,True,441a0c969037a0b2a7a4d105fa071fb4b3e156e3ec62f8a796ee6cb9df74b2a0
code\S04_B_image_clustered_statistical_validation_v1.py,22435,True,beee378c2003b4f03ee9b012fc76c188c49f6cea20c3d3eeadf66dc2e708bc86
code\S05_B_train_deeplabv3_resnet50_source_only_frozen_seeds_v1.py,30374,True,df883060673fba35011c354e5c890fd5ac58e2f046e62cce74697b980b4c71ac
code\S05_B_train_deeplabv3_resnet50_source_only_frozen_seeds_v1_fix1.py,34990,True,706b342f872a685a7f26ae7511932eb0e6536926db314931d4507d7952697efa
code\S05_B_train_deeplabv3_resnet50_source_only_frozen_seeds_v1_fix2.py,39034,True,7d0fd5192a9af40dbae0aeac692a65641745fbef2e986f1cd4e163a59ad93a31
code\S05_C_build_deeplab_source_side_safettta_gate_v1.py,40965,True,ab1d98f9847b2e338f07ec26ff426f9cd428e68da4813b90e2227782319aa424
code\S05_D_deeplab_locked_target_replication_v1.py,41389,True,c436fcd0d01e65f3a84c86998149b83e4e8db661e7bdb6d4e7b8a26ed2c254a1
code\S05_D_deeplab_locked_target_replication_v1_fix1.py,43242,True,728c51f7c1658f27b5010f4620777cee8ed7a46420d75dd48a75674d19b388e0
code\S05_D_deeplab_locked_target_replication_v1_fix2.py,46866,True,7709233951099e76c15facf96fe5bf7459e887283d3392dd0523f02c77ffcb68
code\S05_E_second_backbone_image_clustered_statistics_v1.py,23423,True,1ed592482604a5c8e4e592e0d687ae89ca2d79a772b8dad02417b0679ed079aa
code\S06_B0_polypgen_zip_structure_probe_v1.py,9336,True,952212eb981de780ee8cab99adf2bd0ca339e84f8547d88d3ff334997be0eadc
code\S06_B1_polypgen_pairing_name_probe_v1.py,9366,True,b2d97fd5b5d48a4213959369ee3802835e2bb0f8f9fbde44d94ca0243f1e4700
code\S06_B_polypgen_integrity_overlap_audit_v1.py,26623,True,b9a90104482acc73b2befac4859a8d9c8d5af691867934ee5097c4ff402568d1
code\S06_B_polypgen_integrity_overlap_audit_v1_fix1.py,29330,True,9f472fbf7b11538a726f6b29b65abcadfef5fcafab696115ab0042bbade0c4f0
code\S06_B_polypgen_integrity_overlap_audit_v1_fix2.py,28506,True,825339b106b58162fff890dac4db6931afc9e212cc16440544e8d85d1bd48b56
code\S06_B_polypgen_integrity_overlap_audit_v1_fix3.py,31066,True,93c3ae7eb5ed08ee18dcecc3238f7d692330169c28074c6a4cefeb322385859c
code\S06_C_polypgen_dual_backbone_no_label_inference_lock_v1.py,36311,True,59771b78ae424db4de96ae9d77880417880f8fb0550cc918975b42513a6f7ae2
code\S06_C_polypgen_dual_backbone_no_label_inference_lock_v1_fix1.py,37336,True,4cd49d7f62dc6e9c055a06ab6eab2541f82fd7546803209513567c384773331a
code\S06_D0_polypgen_mask_gt_integrity_audit_v1.py,12153,True,16cd652c1a1555067ed8ab7ee0cfab55764aceb095be135a53e8ff5a55c8ee9c
code\S06_D_polypgen_external_gt_reveal_evaluation_v1.py,31305,True,02c7db371d25974abe4105293ed7eac7cb300cdcf76c3cd495f3512a8dfaa633
code\S06_D_polypgen_external_gt_reveal_evaluation_v1_fix1.py,35011,True,793a9cc9d238fe6208c46107245cb80d81face9dd9bb986d19b53345db2ebade
code\S06_E_polypgen_external_image_clustered_statistics_v1.py,30939,True,a90f515e5971a4c67197df89688e2aab8fe73699d226950b9886b01fb54bad1c
code\S07_B_build_pranet_source_side_counterfactual_utility_dataset_v1.py,29043,True,8be0d5b1c43176e5350e70ff3155edc36d417619a4445ff527c37e19c2842285
code\S07_C_pranet_grouped_oof_quantile_utility_feasibility_v1.py,43719,True,3eb72106b859cbe1bd6f3c4a3006097f1f3a669617acb7cea1d1c9a98d92496f
code\S07_C_pranet_grouped_oof_quantile_utility_feasibility_v1_fix1.py,46009,True,5e239c427df72aad693cf24f9efc3f783be9497e7f78f7d4ad4488e49c9551a7
code\S07_D_source_only_utility_ranking_postmortem_audit_v1.py,26851,True,03c7ab9d6102a227a5de298d0caaac78e647294e63ff762abe524ea0a61bc8c4
code\S07_F_pranet_scrr_source_grouped_oof_feasibility_v1.py,72510,True,de14d888195031fa0ea4ed1727025b3abddc4dcc5c5c8111900e17bc839d78fa
code\S07_F_pranet_scrr_source_grouped_oof_feasibility_v1_fix1.py,73269,True,0db1070bfc67405cf4aee548b6828d1f4e8bc80a2b6db4dde6bcfbdba0aa08c2
code\S07_H_v4_scrr_tristate_source_grouped_oof_v1.py,56527,True,2b87e84e4d82076dbd00e0d069d2ba551496e48415e1080452046db41fc1b8a3
